순위,종목코드,분,종목명,현재가,대비,,등락률,거래량,전일비,회전율,금액(백만)
1,'058610,신,에스피지,"79,200",▲,"11,200","+16.47","4,551,862","560.88","20.53%","349,627"
2,'003230,신,삼양식품,"1,217,000",▲,"34,000","+2.87","228,018","286.57","3.03%","285,738"
3,'475150,,SK이터닉스,"43,450",▼,"-5,250","-10.78","5,875,660","79.84","17.25%","271,239"
4,'277810,신,레인보우로보틱스,"403,000",▲,"2,500","+0.62","637,039","223.15","3.29%","258,053"
5,'036930,신,주성엔지니어링,"116,100",▼,"-12,700","-9.86","2,154,937","203.68","4.64%","254,679"
6,'214450,신,파마리서치,"387,500",▲,"12,000","+3.20","625,309","122.16","6.02%","240,446"
7,'352820,신,하이브,"166,900",▼,"-21,900","-11.60","1,408,449","166.20","3.27%","237,559"
8,'006340,신,대원전선,"11,050",▼,"-2,550","-18.75","15,794,415","111.38","20.15%","195,708"
9,'483650,,달바글로벌,"262,500",▲,"6,500","+2.54","729,508","231.72","5.84%","189,631"
10,'319400,신,현대무벡스,"23,450",▲,"2,600","+12.47","7,493,601","392.48","6.73%","171,277"
11,'080220,신,제주반도체,"55,100",▼,"-7,300","-11.70","2,880,069","186.16","8.37%","162,208"
12,'009830,신,한화솔루션,"22,850",▼,"-1,100","-4.59","6,554,451","239.60","3.82%","156,526"
13,'439960,,코스모로보틱스,"15,920",▲,"800","+5.29","9,351,400","84.41","28.82%","155,812"
14,'240810,신,원익IPS,"83,200",▼,"-6,300","-7.04","1,851,854","181.24","3.78%","152,718"
15,'086520,신,에코프로,"66,500",▼,"-6,200","-8.53","2,211,939","181.76","1.63%","151,230"
16,'413630,신,씨피시스템,"3,950",▼,"-250","-5.95","31,005,338","54.89","85.10%","140,033"
17,'353200,신,대덕전자,"80,900",▼,"-10,400","-11.39","1,628,718","163.91","3.30%","130,476"
18,'095610,신,테스,"112,200",▼,"-9,900","-8.11","1,122,422","140.55","5.80%","129,376"
19,'319660,신,피에스케이,"112,600",▼,"-12,900","-10.28","1,115,426","172.22","3.86%","126,251"
20,'128940,신,한미약품,"319,500",▼,"-55,000","-14.69","392,043","516.05","3.07%","126,008"
21,'010060,신,OCI홀딩스,"169,600",▼,"-14,900","-8.08","700,454","137.31","3.76%","125,803"
22,'028050,신,삼성E&A,"39,750",▼,"-4,400","-9.97","2,869,719","142.65","1.47%","117,494"
23,'006360,신,GS건설,"22,200",▼,"-3,300","-12.94","5,081,042","197.27","5.94%","114,405"
24,'000500,신,가온전선,"122,700",▼,"-29,100","-19.17","829,898","152.76","2.79%","107,732"
25,'484810,,티엑스알로보틱스,"13,500",▲,"2,370","+21.29","7,591,065","612.70","49.14%","104,476"
26,'108490,신,로보티즈,"172,800",▼,"-7,800","-4.32","593,321","235.99","4.05%","103,233"
27,'007660,신,이수페타시스,"63,200",▼,"-8,200","-11.48","1,568,498","115.43","2.14%","102,471"
28,'403870,신,HPSP,"29,650",▼,"-3,050","-9.33","3,223,136","173.37","3.92%","96,779"
29,'000720,신,현대건설,"83,600",▼,"-10,700","-11.35","1,110,398","224.05","1.00%","94,516"
30,'307950,신,현대오토에버,"330,000",▼,"-11,500","-3.37","278,470","188.17","1.02%","94,033"
31,'064260,신,다날,"4,410",▲,"255","+6.14","19,987,820","348.03","26.43%","91,868"
32,'222800,신,심텍,"68,800",▼,"-6,700","-8.87","1,332,539","111.99","3.56%","91,571"
33,'272210,신,한화시스템,"52,700",▼,"-8,500","-13.89","1,652,571","108.47","0.88%","91,089"
34,'064400,신,LG씨엔에스,"59,300",▼,"-2,500","-4.05","1,476,307","175.23","1.53%","89,372"
35,'062040,신,산일전기,"127,300",▼,"-18,500","-12.69","668,271","184.88","2.19%","86,424"
36,'267270,신,HD건설기계,"118,800",▼,"-4,000","-3.26","726,242","214.89","1.52%","85,023"
37,'460930,신,현대힘스,"12,590",▼,"-1,490","-10.58","5,933,059","38.10","16.71%","83,263"
38,'089970,신,브이엠,"55,500",▼,"-7,400","-11.76","1,460,004","134.54","5.55%","83,234"
39,'247540,신,에코프로비엠,"91,300",▼,"-10,500","-10.31","877,777","182.06","0.90%","83,158"
40,'016360,신,삼성증권,"87,100",▼,"-5,900","-6.34","933,306","90.26","1.05%","81,907"
41,'347850,신,디앤디파마텍,"48,650",▼,"-6,850","-12.34","1,624,459","192.36","3.55%","80,405"
42,'090430,신,아모레퍼시픽,"121,600",▲,"2,800","+2.36","646,253","336.42","1.11%","79,178"
43,'003490,신,대한항공,"24,800",▼,"-450","-1.78","3,170,646","141.03","0.87%","78,685"
44,'082740,신,한화엔진,"38,450",▼,"-4,300","-10.06","1,998,466","164.30","2.40%","78,566"
45,'087010,증,펩트론,"133,500",▼,"-9,500","-6.64","567,557","73.37","2.44%","77,306"
46,'141080,신,리가켐바이오,"82,200",▼,"-8,400","-9.27","927,535","221.24","2.51%","76,489"
47,'010170,증,대한광통신,"7,450",▼,"-1,000","-11.83","10,065,934","211.89","6.48%","76,121"
48,'000990,신,DB하이텍,"74,300",▼,"-10,500","-12.38","999,518","153.04","2.30%","75,779"
49,'058470,신,리노공업,"56,800",▼,"-4,800","-7.79","1,306,463","165.55","1.72%","75,764"
50,'001440,신,대한전선,"22,200",▼,"-2,950","-11.73","3,343,216","181.95","1.71%","75,421"
51,'098460,신,고영,"22,750",▼,"-1,500","-6.19","3,141,750","284.69","4.61%","74,736"
52,'024060,신,흥구석유,"10,510",▲,"520","+5.21","6,696,014","503.27","44.65%","72,424"
53,'000250,증,삼천당제약,"124,600",▼,"-14,900","-10.68","559,674","136.84","2.39%","71,606"
54,'006260,신,LS,"244,000",▼,"-24,000","-8.96","285,983","137.02","0.92%","70,424"
55,'004170,신,신세계,"444,500",▼,"-21,000","-4.51","157,714","110.99","1.67%","70,034"
56,'051900,신,LG생활건강,"268,000",▲,"12,500","+4.89","256,201","291.45","1.72%","68,736"
57,'047040,신,대우건설,"12,020",▼,"-1,410","-10.50","5,521,148","185.60","1.35%","67,537"
58,'161890,신,한국콜마,"97,300",▼,"-1,600","-1.62","669,954","192.15","2.84%","67,356"
59,'336260,,두산퓨얼셀,"20,100",▼,"-3,450","-14.65","2,943,027","75.52","4.50%","61,847"
60,'477850,신,마키나락스,"23,950",▲,"450","+1.91","2,555,999","85.48","14.40%","61,462"
61,'138930,신,BNK금융지주,"15,090",▼,"-2,180","-12.62","4,007,746","325.83","1.30%","60,440"
62,'039030,신,이오테크닉스,"245,000",▼,"-25,000","-9.26","240,835","154.22","1.96%","60,241"
63,'226950,증,올릭스,"92,700",▼,"-14,300","-13.36","641,660","229.00","3.05%","59,641"
64,'067310,신,하나마이크론,"26,650",▼,"-3,400","-11.31","2,199,483","129.87","3.31%","59,287"
65,'005387,신,현대차2우B,"179,100",▼,"-3,100","-1.70","332,612","157.38","0.96%","59,010"
66,'028300,증,HLB,"30,700",▲,"300","+0.99","1,921,599","166.74","1.45%","57,375"
67,'039490,신,키움증권,"256,000",▼,"-16,000","-5.88","221,398","112.93","0.85%","57,089"
68,'454910,신,두산로보틱스,"57,500",▼,"-2,900","-4.80","917,110","191.63","1.42%","53,670"
69,'131970,신,두산테스나,"55,600",▼,"-10,800","-16.27","927,190","83.63","4.80%","53,068"
70,'298380,신,에이비엘바이오,"62,600",▼,"-6,200","-9.01","819,233","177.99","1.47%","52,249"
71,'332570,신,PS일렉트로닉스,"6,780",▼,"-760","-10.08","6,934,307","88.06","14.85%","51,275"
72,'108860,신,셀바스AI,"7,870",▼,"-1,150","-12.75","5,819,209","33.17","21.63%","50,648"
73,'078930,신,GS,"84,100",▼,"-3,400","-3.89","590,389","138.09","0.64%","50,343"
74,'322000,신,HD현대에너지솔루션,"99,500",▼,"-12,200","-10.92","457,857","107.68","4.09%","48,756"
75,'073240,신,금호타이어,"6,120",▲,"200","+3.38","8,322,877","158.57","2.90%","48,125"
76,'119850,신,지엔씨에너지,"28,700",▼,"-3,300","-10.31","1,620,947","77.37","9.86%","47,827"
77,'437730,,삼현,"33,250",▲,"2,600","+8.48","1,438,656","244.02","4.54%","47,528"
78,'000100,신,유한양행,"70,100",▼,"-600","-0.85","663,356","179.83","0.84%","47,343"
79,'011790,신,SKC,"64,100",▼,"-7,700","-10.72","691,066","142.82","1.40%","45,728"
80,'440110,증,파두,"50,300",▼,"-6,000","-10.66","891,861","82.82","1.79%","45,492"
81,'089030,신,테크윙,"34,400",▼,"-4,550","-11.68","1,251,014","176.67","3.38%","44,504"
82,'034220,신,LG디스플레이,"8,570",▼,"-430","-4.78","5,123,373","102.97","1.03%","44,317"
83,'005290,신,동진쎄미켐,"34,050",▼,"-2,450","-6.71","1,266,604","149.43","2.49%","44,230"
84,'950160,증,코오롱티슈진,"13,200",▼,"-1,360","-9.34","3,234,810","63.49","3.81%","44,146"
85,'071970,신,HD현대마린엔진,"47,600",▼,"-7,100","-12.98","887,186","162.99","2.62%","44,038"
86,'257720,신,실리콘투,"34,200",▼,"-2,300","-6.30","1,257,496","155.54","1.92%","43,701"
87,'178320,신,서진시스템,"29,550",▼,"-3,500","-10.59","1,440,391","156.23","2.27%","43,233"
88,'031980,신,피에스케이홀딩스,"81,800",▼,"-12,400","-13.16","500,946","187.98","2.33%","42,400"
89,'000880,신,한화,"83,000",▼,"-3,800","-4.38","495,643","293.16","0.71%","41,791"
90,'066970,증,엘앤에프,"65,100",▼,"-6,500","-9.08","601,785","108.90","1.48%","40,686"
91,'271560,신,오리온,"134,900",▲,"5,000","+3.85","294,491","223.71","0.75%","40,160"
92,'399720,신,가온칩스,"42,750",▼,"-5,650","-11.67","873,073","90.23","7.37%","39,810"
93,'001820,신,삼화콘덴서,"62,900",▼,"-5,200","-7.64","614,567","104.23","5.92%","39,791"
94,'237690,신,에스티팜,"88,400",▼,"-10,100","-10.25","445,267","183.10","2.14%","39,746"
95,'084370,신,유진테크,"95,000",▼,"-5,100","-5.09","406,835","183.28","1.78%","38,975"
96,'093370,신,후성,"7,170",▼,"-930","-11.48","5,281,946","103.17","4.93%","38,860"
97,'0126Z0,신,삼성에피스홀딩스,"349,000",▼,"-18,000","-4.90","108,927","135.31","0.44%","38,258"
98,'095340,신,ISC,"109,900",▼,"-11,100","-9.17","341,479","155.86","1.62%","38,154"
99,'103590,신,일진전기,"48,200",▼,"-6,800","-12.36","771,977","189.00","1.62%","38,137"
100,'448900,신,한국피아이엠,"54,400",▲,"3,100","+6.04","660,077","133.75","10.87%","35,610"
101,'459510,증,나우로보틱스,"13,770",▲,"1,770","+14.75","2,478,295","3,173.08","19.10%","34,659"
102,'066430,증,아이로보틱스,"2,040",▲,"230","+12.71","15,761,651","2,095.35","40.26%","34,339"
103,'005940,신,NH투자증권,"25,650",▼,"-1,850","-6.73","1,306,681","105.34","0.36%","34,289"
104,'0039P0,,매드업,"5,920",↑,"1,360","+29.82","6,033,135","1,499.23","32.08%","34,214"
105,'281820,신,케이씨텍,"57,000",▼,"-8,200","-12.58","568,461","160.03","2.88%","34,112"
106,'192820,신,코스맥스,"186,100",▲,"1,500","+0.81","175,112","156.22","1.55%","32,973"
107,'005385,신,현대차우,"179,200",▼,"-2,400","-1.32","185,166","130.76","0.80%","32,898"
108,'204320,신,HL만도,"39,100",▼,"-1,800","-4.40","816,946","160.74","1.74%","32,760"
109,'009420,신,한올바이오파마,"41,350",▼,"-3,850","-8.52","761,876","264.21","1.46%","32,109"
110,'032820,증,우리기술,"8,080",▼,"-950","-10.52","3,913,919","197.54","2.29%","31,900"
111,'489790,신,한화비전,"33,100",▼,"-3,950","-10.66","924,514","165.25","1.84%","31,192"
112,'047050,신,포스코인터내셔널,"48,300",▼,"-2,100","-4.17","637,179","141.22","0.37%","31,139"
113,'299660,주,셀리드,"1,780",▲,"3","+0.17","15,653,153","829.55","53.06%","30,534"
114,'161390,신,한국타이어앤테크놀로지,"65,700",▼,"-1,000","-1.50","453,559","135.91","0.37%","29,914"
