순위,종목코드,분,종목명,현재가,대비,,등락률,거래량,전일비,회전율,금액(백만)
1,'002990,경,금호건설,"17,310",▲,"3,310","+23.64","25,101,333","","67.37%","408,279"
2,'036930,신,주성엔지니어링,"178,400",▲,"18,400","+11.50","2,118,883","129.26","4.56%","358,721"
3,'024060,신,흥구석유,"10,780",▲,"340","+3.26","20,300,619","180.25","135.34%","237,280"
4,'073240,신,금호타이어,"6,380",▼,"-20","-0.31","38,864,474","72.18","13.53%","232,532"
5,'399720,신,가온칩스,"55,600",↑,"12,800","+29.91","4,419,146","440.49","37.33%","227,022"
6,'001210,경,금호전기,"1,316",▲,"14","+1.08","141,636,096","298.83","228.89%","193,853"
7,'222800,신,심텍,"119,400",▲,"14,800","+14.15","1,622,580","137.00","4.34%","185,047"
8,'477850,,마키나락스,"29,650",▲,"2,550","+9.41","5,670,663","71.82","31.94%","169,056"
9,'058730,신,다스코,"4,960",▼,"-240","-4.62","31,197,183","101.06","156.40%","166,551"
10,'347850,신,디앤디파마텍,"86,600",▲,"4,400","+5.35","1,674,299","121.95","3.66%","146,571"
11,'240810,신,원익IPS,"104,900",▲,"2,200","+2.14","1,388,669","94.86","2.83%","146,199"
12,'319660,신,피에스케이,"154,100",▲,"2,700","+1.78","917,980","131.74","3.17%","138,615"
13,'080220,신,제주반도체,"77,700",▲,"2,300","+3.05","1,661,742","92.76","4.83%","131,413"
14,'403870,신,HPSP,"39,300",▲,"1,050","+2.75","3,185,079","119.55","3.88%","126,078"
15,'009830,신,한화솔루션,"30,800",▲,"950","+3.18","3,884,460","169.87","2.26%","120,778"
16,'007660,신,이수페타시스,"91,600",▲,"3,800","+4.33","1,313,526","79.64","1.79%","117,687"
17,'141080,신,리가켐바이오,"118,800",▼,"-1,600","-1.33","957,503","93.13","2.59%","116,974"
18,'028050,신,삼성E&A,"42,050",▼,"-1,450","-3.33","2,636,880","105.09","1.35%","113,072"
19,'028300,증,HLB,"52,900",▲,"2,800","+5.59","2,090,066","166.10","1.57%","110,450"
20,'003490,신,대한항공,"26,700",▼,"-1,450","-5.15","4,046,382","88.57","1.10%","109,318"
21,'010170,증,대한광통신,"10,650",▲,"310","+3.00","9,755,300","153.04","6.28%","107,151"
22,'352820,신,하이브,"214,500",▼,"-15,500","-6.74","483,863","68.92","1.13%","105,994"
23,'058470,신,리노공업,"70,700",▲,"1,500","+2.17","1,469,455","105.28","1.93%","103,439"
24,'189330,증,씨이랩,"13,130",▲,"510","+4.04","7,129,764","821.82","76.00%","103,187"
25,'365660,,레몬헬스케어,"9,850",▼,"-340","-3.34","9,554,990","35.49","71.57%","103,102"
26,'047040,신,대우건설,"16,040",▲,"210","+1.33","5,973,320","101.31","1.46%","94,155"
27,'064400,신,LG씨엔에스,"69,100",▼,"-2,100","-2.95","1,324,415","89.46","1.37%","93,142"
28,'353200,신,대덕전자,"112,000",▲,"6,300","+5.96","827,691","86.90","1.68%","91,958"
29,'000500,신,가온전선,"234,000",▲,"1,500","+0.65","407,186","121.61","2.47%","91,710"
30,'161890,신,한국콜마,"103,200",▼,"-8,900","-7.94","855,465","66.26","3.63%","88,463"
31,'0039P0,,매드업,"8,230",▲,"630","+8.29","10,210,198","51.39","54.47%","86,098"
32,'095610,신,테스,"147,100",▲,"11,400","+8.40","598,809","91.42","3.10%","85,665"
33,'003230,신,삼양식품,"1,106,000",▼,"-40,000","-3.49","74,349","84.81","0.99%","83,970"
34,'475150,신,SK이터닉스,"42,500",▲,"1,300","+3.16","1,892,632","109.00","5.56%","80,676"
35,'016360,신,삼성증권,"107,600",▼,"-4,100","-3.67","720,517","93.32","0.81%","78,093"
36,'006260,신,LS,"317,500",▲,"9,000","+2.92","243,821","89.98","0.79%","77,056"
37,'214330,증,금호에이치티,"8,930",▼,"-100","-1.11","7,672,398","1,325.70","73.38%","76,244"
38,'003280,신,흥아해운,"1,633",▲,"23","+1.43","43,982,583","87.87","18.30%","75,844"
39,'087010,증,펩트론,"143,000",▼,"-17,400","-10.85","486,033","144.02","2.09%","74,992"
40,'004170,신,신세계,"605,000",▼,"-20,000","-3.20","120,848","70.45","1.28%","73,137"
41,'082740,신,한화엔진,"42,850",▼,"-1,900","-4.25","1,660,993","114.13","2.00%","72,622"
42,'000990,신,DB하이텍,"118,700",▲,"6,900","+6.17","622,842","68.12","1.44%","72,591"
43,'062040,신,산일전기,"182,900",▲,"4,700","+2.64","401,754","57.75","1.32%","71,887"
44,'093370,,후성,"11,840",▲,"1,100","+10.24","6,238,846","140.09","5.82%","71,642"
45,'200710,신,에이디테크놀로지,"35,550",▲,"4,200","+13.40","2,104,519","189.91","15.64%","71,460"
46,'108490,신,로보티즈,"205,500",▲,"11,100","+5.71","347,793","91.35","2.38%","70,306"
47,'089970,신,브이엠,"88,700",▲,"3,700","+4.35","773,394","82.88","3.13%","68,661"
48,'214450,신,파마리서치,"309,000",▼,"-18,000","-5.50","210,350","76.53","2.03%","67,047"
49,'001820,신,삼화콘덴서,"101,100",▼,"-600","-0.59","661,467","124.78","6.37%","66,758"
50,'440110,증,파두,"71,800",▲,"7,100","+10.97","925,043","114.80","1.85%","65,723"
51,'006360,신,GS건설,"29,250",▲,"850","+2.99","2,287,865","95.32","2.68%","65,207"
52,'277810,신,레인보우로보틱스,"438,000",▲,"9,500","+2.22","147,035","83.69","0.76%","63,970"
53,'011790,신,SKC,"92,300",▲,"3,600","+4.06","698,880","107.33","1.41%","63,697"
54,'039030,신,이오테크닉스,"342,500",▼,"-2,500","-0.72","180,101","131.79","1.47%","62,496"
55,'298380,신,에이비엘바이오,"80,800",▼,"-700","-0.86","753,961","66.42","1.35%","61,680"
56,'089030,신,테크윙,"39,450",▲,"1,500","+3.95","1,536,746","140.43","4.15%","61,280"
57,'079650,위,서산,"5,150",▼,"-230","-4.28","11,003,266","40.41","55.02%","58,956"
58,'090430,신,아모레퍼시픽,"116,800",▼,"-7,500","-6.03","500,470","63.78","0.86%","58,132"
59,'445090,,에이직랜드,"21,250",▲,"3,950","+22.83","2,744,923","1,645.16","25.13%","57,826"
60,'039490,신,키움증권,"316,500",▼,"-18,000","-5.38","180,287","123.00","0.69%","57,184"
61,'001440,신,대한전선,"27,800",▼,"-400","-1.42","2,008,201","86.54","1.03%","56,223"
62,'095340,신,ISC,"143,600",▲,"6,200","+4.51","398,042","115.34","1.88%","55,877"
63,'034220,신,LG디스플레이,"10,680",▼,"-560","-4.98","5,123,125","59.74","1.03%","54,673"
64,'058610,신,에스피지,"71,800",▲,"5,600","+8.46","729,196","287.60","3.29%","53,077"
65,'066970,,엘앤에프,"91,900",▲,"100","+0.11","575,586","109.89","1.42%","52,743"
66,'006340,신,대원전선,"9,630",▼,"-290","-2.92","5,368,229","99.13","6.85%","52,549"
67,'454910,신,두산로보틱스,"70,400",▼,"-2,100","-2.90","720,064","107.01","1.12%","51,964"
68,'000250,증,삼천당제약,"194,700",▲,"5,700","+3.02","251,452","95.38","1.08%","49,161"
69,'483650,신,달바글로벌,"201,000",▼,"-16,500","-7.59","235,270","100.82","1.89%","48,952"
70,'178320,신,서진시스템,"41,700",▼,"-1,900","-4.36","1,146,444","86.91","1.81%","48,332"
71,'226950,증,올릭스,"121,600",▼,"-400","-0.33","368,584","54.24","1.82%","45,568"
72,'204320,신,HL만도,"48,350",▼,"-350","-0.72","940,843","97.83","2.01%","44,726"
73,'005290,신,동진쎄미켐,"43,900",▲,"1,250","+2.93","1,004,544","102.11","1.98%","44,076"
74,'005830,신,DB손해보험,"146,200",▼,"-5,200","-3.43","295,057","109.46","0.46%","43,986"
75,'078930,신,GS,"76,800",▼,"-1,800","-2.29","569,370","109.01","0.62%","43,886"
76,'007810,신,코리아써키트,"72,100",▲,"7,300","+11.27","615,429","131.38","2.57%","43,507"
77,'010060,신,OCI홀딩스,"183,900",▲,"3,400","+1.88","231,785","90.01","1.25%","43,025"
78,'263800,신,데이타솔루션,"7,720",↑,"1,780","+29.97","5,965,862","948.33","36.77%","42,805"
79,'267270,신,HD건설기계,"121,100",▼,"-4,200","-3.35","350,344","68.48","0.74%","42,742"
80,'128940,신,한미약품,"401,000",▼,"-8,000","-1.96","104,004","74.01","0.82%","42,087"
81,'084370,신,유진테크,"149,000",▲,"13,800","+10.21","286,479","143.33","1.26%","41,391"
82,'009420,신,한올바이오파마,"56,200",▼,"-2,500","-4.26","712,793","94.13","1.37%","41,067"
83,'067310,신,하나마이크론,"35,200",▲,"1,050","+3.07","1,125,987","56.78","1.70%","39,920"
84,'131970,신,두산테스나,"93,200",▲,"2,200","+2.42","434,318","71.59","2.25%","39,833"
