순위,종목코드,분,종목명,현재가,대비,,등락률,거래량,전일비,회전율,금액(백만)
1,'386380,,스카이랩스,"30,550",↑,"7,050","+30.00","29,475,781","33.90","157.11%","780,381"
2,'108490,신,로보티즈,"302,500",▼,"-2,000","-0.66","1,946,984","62.18","13.28%","616,221"
3,'336260,,두산퓨얼셀,"49,900",▲,"6,050","+13.80","7,010,015","245.06","10.71%","356,577"
4,'000500,신,가온전선,"234,500",▲,"22,500","+10.61","1,172,933","132.81","3.94%","273,506"
5,'052690,신,한전기술,"123,000",▲,"15,400","+14.31","1,804,269","605.50","4.73%","216,200"
6,'036930,신,주성엔지니어링,"187,200",▲,"8,900","+4.99","1,136,260","130.22","2.45%","211,926"
7,'067290,,JW신약,"3,580",▲,"315","+9.65","56,254,370","235.39","100.39%","205,175"
8,'012210,신,삼미금속,"10,200",▲,"1,850","+22.16","17,029,085","15,887.57","73.88%","171,368"
9,'066970,증,엘앤에프,"114,800",▼,"-6,500","-5.36","1,439,004","143.11","3.54%","171,362"
10,'083650,신,비에이치아이,"67,600",▲,"7,600","+12.67","2,549,535","752.72","8.24%","170,906"
11,'047040,신,대우건설,"18,410",▲,"1,560","+9.26","9,298,102","232.72","2.27%","164,978"
12,'010060,신,OCI홀딩스,"222,500",▼,"-5,000","-2.20","694,129","167.77","3.72%","154,779"
13,'095610,신,테스,"153,400",▲,"6,600","+4.50","951,091","130.45","4.92%","148,648"
14,'030530,주,원익홀딩스,"22,350",▼,"-150","-0.67","6,091,730","85.25","7.89%","138,847"
15,'403870,신,HPSP,"53,300",▲,"2,500","+4.92","2,566,559","168.38","3.12%","135,562"
16,'387690,신,레메디,"18,140",▲,"2,390","+15.17","7,180,597","173.61","94.17%","130,262"
17,'090460,신,비에이치,"21,500",▼,"-350","-1.60","5,470,274","68.93","16.23%","122,596"
18,'222800,신,심텍,"119,800",▲,"1,900","+1.61","965,449","67.62","2.55%","116,324"
19,'000990,신,DB하이텍,"100,800",▲,"10,900","+12.12","1,101,517","308.46","2.54%","110,923"
20,'062040,신,산일전기,"198,800",▲,"7,100","+3.70","559,161","102.70","1.83%","110,428"
21,'058610,신,에스피지,"93,000",▼,"-1,200","-1.27","1,093,625","46.46","4.94%","104,554"
22,'004310,신,현대약품,"8,420",▲,"470","+5.91","11,833,698","105.76","36.99%","102,260"
23,'0039P0,신,매드업,"9,340",▲,"1,160","+14.18","10,200,360","580.64","54.24%","97,356"
24,'277810,신,레인보우로보틱스,"450,500",▼,"-8,500","-1.85","204,477","84.79","1.06%","93,764"
25,'353200,신,대덕전자,"103,600",▲,"4,100","+4.12","883,536","78.86","1.79%","91,641"
26,'0155E0,,해치텍,"14,650",▲,"2,090","+16.64","6,083,575","404.77","110.87%","91,035"
27,'240810,신,원익IPS,"117,600",▲,"2,800","+2.44","761,066","84.02","1.56%","90,318"
28,'039030,신,이오테크닉스,"455,500",▲,"12,500","+2.82","195,326","90.69","1.59%","90,261"
29,'100840,신,SNT에너지,"37,400",▲,"4,700","+14.37","2,439,478","516.36","11.80%","87,839"
30,'007660,신,이수페타시스,"111,500",▲,"400","+0.36","721,572","131.96","0.99%","81,422"
31,'010170,증,대한광통신,"13,470",▲,"460","+3.54","5,967,274","157.96","3.84%","81,390"
32,'001820,신,삼화콘덴서,"116,700",▲,"6,900","+6.28","696,270","133.83","6.70%","80,768"
