순위,종목코드,분,종목명,현재가,대비,,등락률,거래량,전일비,회전율,금액(백만)
1,'001820,,삼화콘덴서,"187,500",▲,"36,100","+23.84","8,710,338","650.70","83.80%","1,616,902"
2,'080220,,제주반도체,"117,700",▲,"6,200","+5.56","7,722,646","85.14","22.43%","898,908"
3,'000500,신,가온전선,"383,000",▲,"42,000","+12.32","2,138,179","287.49","12.93%","849,479"
4,'403870,,HPSP,"59,400",▼,"-3,400","-5.41","12,425,137","132.20","15.10%","756,573"
5,'122640,신,예스티,"40,800",▲,"7,150","+21.25","15,272,705","428.52","70.76%","586,935"
6,'011790,신,SKC,"125,300",▼,"-17,100","-12.01","4,258,978","765.64","8.59%","540,230"
7,'240810,신,원익IPS,"162,400",▲,"700","+0.43","2,792,818","49.63","5.69%","459,448"
8,'347850,,디앤디파마텍,"108,900",▲,"800","+0.74","3,673,377","33.24","8.39%","396,718"
9,'085620,,미래에셋생명,"32,350",▲,"1,750","+5.72","10,559,823","338.07","7.82%","358,013"
10,'204320,신,HL만도,"68,700",▼,"-5,200","-7.04","4,901,923","109.38","10.44%","357,711"
11,'036930,신,주성엔지니어링,"212,500",▼,"-7,500","-3.41","1,506,268","67.40","3.25%","320,101"
12,'052690,,한전기술,"136,300",▲,"1,000","+0.74","2,092,710","546.25","5.48%","313,047"
13,'006340,신,대원전선,"11,530",▼,"-800","-6.49","22,294,269","49.08","28.44%","289,580"
14,'010170,증,대한광통신,"17,650",▼,"-610","-3.34","15,543,132","259.98","10.00%","283,652"
15,'475150,,SK이터닉스,"48,700",▼,"-3,700","-7.06","5,061,725","66.82","14.86%","270,133"
16,'047040,신,대우건설,"22,950",▼,"-1,850","-7.46","11,525,508","60.37","2.81%","269,286"
17,'004310,신,현대약품,"8,500",▲,"390","+4.81","26,800,196","91.50","83.76%","244,021"
18,'093370,경,후성,"18,840",▲,"1,260","+7.17","12,824,389","120.04","11.96%","237,651"
19,'028050,신,삼성E&A,"49,750",▼,"-2,750","-5.24","4,222,560","43.32","2.16%","214,402"
20,'001440,신,대한전선,"39,500",▼,"-1,650","-4.01","5,067,057","52.43","2.59%","202,770"
21,'319660,신,피에스케이,"172,000",▲,"9,600","+5.91","1,051,304","140.94","3.63%","179,712"
22,'064400,신,LG씨엔에스,"89,700",▼,"-2,700","-2.92","1,925,560","98.37","1.99%","173,652"
23,'009155,,삼성전기우,"726,000",▲,"109,000","+17.67","224,974","578.18","7.74%","158,758"
