순위,종목코드,분,종목명,현재가,대비,,등락률,거래량,전일비,회전율,금액(백만)
1,'319400,신,현대무벡스,"40,200",▲,"450","+1.13","12,329,547","116.62","11.08%","504,863"
2,'090360,신,로보스타,"122,200",↑,"28,200","+30.00","4,317,491","100.59","44.29%","496,710"
3,'001820,경,삼화콘덴서,"114,000",▼,"-35,100","-23.54","3,064,713","48.94","29.49%","381,589"
4,'010170,증,대한광통신,"20,600",▼,"-2,100","-9.25","18,070,062","97.46","11.63%","377,885"
5,'066575,신,LG전자우,"124,400",↑,"28,700","+29.99","2,993,169","122.42","17.43%","355,782"
6,'080220,경,제주반도체,"98,500",▲,"700","+0.72","3,158,058","98.92","9.17%","311,626"
7,'347850,경,디앤디파마텍,"83,100",▼,"-11,500","-12.16","3,623,788","110.58","8.28%","302,014"
8,'058610,신,에스피지,"128,300",▲,"11,700","+10.03","1,976,627","245.00","8.92%","253,639"
9,'439960,,코스모로보틱스,"34,500",▼,"-2,600","-7.01","6,757,855","257.84","21.05%","253,034"
10,'043260,,성호전자,"39,450",▲,"6,050","+18.11","6,156,393","297.38","8.69%","220,688"
11,'486990,증,노타,"38,950",▲,"450","+1.17","5,553,240","41.82","26.02%","219,990"
12,'242040,경,나무기술,"6,610",▼,"-2,170","-24.72","24,243,511","146.58","70.06%","218,004"
13,'006660,신,삼성공조,"17,780",▲,"1,460","+8.95","9,552,442","358.94","117.55%","175,211"
14,'090710,증,휴림로봇,"11,170",▲,"730","+6.99","14,596,843","354.73","12.22%","167,216"
15,'489790,신,한화비전,"70,300",▲,"3,200","+4.77","2,143,394","308.57","4.25%","152,830"
16,'226950,증,올릭스,"173,800",▼,"-1,300","-0.74","847,305","104.62","4.18%","151,783"
17,'222800,경,심텍,"100,200",▼,"-17,900","-15.16","1,419,933","161.84","3.80%","149,356"
18,'178320,신,서진시스템,"75,100",▼,"-2,500","-3.22","1,972,514","63.21","3.10%","147,140"
19,'347700,증,스피어,"33,500",▼,"-5,450","-13.99","4,137,616","159.90","8.15%","145,386"
20,'403870,신,HPSP,"46,600",▼,"-2,050","-4.21","2,788,165","99.80","3.39%","130,452"
21,'131970,신,두산테스나,"157,100",▼,"-200","-0.13","769,713","110.93","3.99%","124,157"
22,'009155,경,삼성전기우,"752,000",▼,"-13,000","-1.70","162,698","95.91","5.60%","124,120"
23,'020150,신,롯데에너지머티리얼즈,"64,400",▲,"8,300","+14.80","1,896,441","415.13","3.63%","122,062"
24,'100790,신,미래에셋벤처투자,"43,850",▼,"-5,150","-10.51","2,661,617","136.57","5.02%","121,824"
25,'204320,신,HL만도,"62,600",▲,"500","+0.81","1,903,865","116.94","4.06%","120,182"
26,'181710,신,NHN,"60,000",▲,"9,100","+17.88","1,991,237","109.44","6.08%","116,550"
27,'161580,신,필옵틱스,"44,600",▲,"1,350","+3.12","2,220,931","269.92","9.48%","106,794"
28,'078600,신,대주전자재료,"141,300",▼,"-11,800","-7.71","741,234","102.53","4.76%","105,926"
29,'032820,,우리기술,"15,540",▲,"330","+2.17","6,367,392","143.32","3.72%","99,898"
30,'310210,증,보로노이,"252,000",▼,"-35,000","-12.20","374,312","186.33","2.04%","96,306"
31,'103590,신,일진전기,"93,400",▲,"500","+0.54","959,399","114.35","2.02%","90,501"
32,'027360,신,아주IB투자,"11,360",▼,"-730","-6.04","6,695,928","80.07","5.53%","79,542"
33,'356680,,엑스게이트,"21,500",▼,"-3,500","-14.00","3,439,080","41.58","12.05%","76,065"
34,'005290,신,동진쎄미켐,"53,700",▼,"-1,000","-1.83","1,367,974","109.70","2.69%","73,824"
35,'477850,증,마키나락스,"33,600",▼,"-4,300","-11.35","1,901,460","73.92","10.84%","73,081"
36,'375500,신,DL이앤씨,"72,000",▼,"-4,500","-5.88","1,009,345","72.35","2.61%","72,741"
37,'218410,신,RFHIC,"87,200",▼,"-2,900","-3.22","833,447","81.85","3.14%","72,644"
38,'006340,신,대원전선,"11,610",▼,"-330","-2.76","6,089,676","140.99","7.77%","72,204"
39,'095610,신,테스,"110,900",▼,"-8,200","-6.88","617,618","131.69","3.20%","68,839"
40,'466100,신,클로봇,"45,400",▲,"1,400","+3.18","1,493,835","131.40","5.87%","67,923"
41,'332570,신,PS일렉트로닉스,"11,590",▼,"-170","-1.45","5,370,367","100.80","11.50%","66,792"
42,'295310,신,에이치브이엠,"99,400",▼,"-10,400","-9.47","659,269","171.26","5.49%","66,318"
43,'455900,증,엔젤로보틱스,"31,250",▲,"5,350","+20.66","2,128,434","966.07","13.91%","64,724"
44,'011210,신,현대위아,"89,700",▼,"-1,300","-1.43","702,555","90.27","2.59%","64,199"
45,'189300,신,인텔리안테크,"123,900",▼,"-9,200","-6.91","503,953","100.55","4.70%","61,935"
46,'476830,신,알지노믹스,"117,100",▼,"-9,000","-7.14","509,873","114.65","3.66%","59,920"
47,'322000,신,HD현대에너지솔루션,"174,700",▼,"-100","-0.06","334,661","81.87","2.99%","58,422"
48,'006360,신,GS건설,"28,700",▼,"-1,800","-5.90","2,019,607","60.71","2.36%","58,078"
49,'319660,신,피에스케이,"93,500",▼,"-5,000","-5.08","608,736","82.82","2.11%","57,195"
50,'098460,신,고영,"33,850",▼,"-450","-1.31","1,659,644","102.11","2.42%","57,127"
51,'095340,신,ISC,"211,000",▲,"8,500","+4.20","273,184","77.67","1.29%","56,930"
52,'001740,열,SK네트웍스,"11,880",▲,"600","+5.32","4,663,074","106.06","2.33%","56,851"
53,'009420,,한올바이오파마,"58,500",▼,"-4,000","-6.40","960,429","31.95","1.84%","56,298"
54,'067310,경,하나마이크론,"40,200",▼,"-250","-0.62","1,345,311","83.45","2.03%","54,914"
55,'126340,,비나텍,"133,300",▼,"-15,700","-10.54","407,770","208.17","5.71%","54,907"
56,'089030,신,테크윙,"49,200",▼,"-650","-1.30","1,112,131","135.59","3.01%","54,667"
57,'000155,신,두산우,"736,000",▲,"77,000","+11.68","70,592","146.43","1.77%","53,544"
