순위,종목코드,분,종목명,현재가,대비,,등락률,거래량,전일비,회전율,금액(백만)
1,'080220,신,제주반도체,"45,850",▲,"3,650","+8.65","13,371,666","194.23","38.83%","624,259"
2,'038500,경,삼표시멘트,"16,860",▼,"-2,790","-14.20","26,002,324","43.34","24.10%","471,259"
3,'056080,,유진로봇,"39,350",▲,"7,750","+24.53","11,226,622","138.32","29.93%","418,727"
4,'078600,신,대주전자재료,"88,700",▲,"17,200","+24.06","3,900,456","1,413.58","25.20%","342,742"
5,'322000,신,HD현대에너지솔루션,"82,400",▼,"-1,800","-2.14","3,288,537","34.60","29.37%","284,934"
6,'347700,주,스피어,"37,450",▲,"100","+0.27","6,779,014","68.36","14.47%","261,851"
7,'234340,신,헥토파이낸셜,"28,800",▲,"5,250","+22.29","8,293,806","449.20","59.37%","241,696"
8,'086390,신,유니테스트,"20,800",▲,"3,360","+19.27","11,425,564","290.62","54.07%","236,969"
9,'033100,신,제룡전기,"55,400",▼,"-2,200","-3.82","3,709,813","207.13","23.10%","223,942"
10,'0015G0,,그린광학,"41,200",▲,"4,000","+10.75","5,334,908","458.87","45.59%","223,520"
11,'100790,,미래에셋벤처투자,"24,650", ,"0","0","8,171,489","42.09","15.39%","208,053"
12,'003380,,하림지주,"16,370",▲,"920","+5.95","12,096,852","71.69","10.81%","200,400"
13,'003160,신,디아이,"36,250",▲,"6,600","+22.26","5,367,692","651.67","18.97%","191,098"
14,'139480,신,이마트,"107,800",▲,"5,600","+5.48","1,715,506","44.03","6.22%","189,263"
15,'047040,신,대우건설,"6,000",▲,"480","+8.70","31,298,739","288.74","7.54%","186,152"
16,'062040,신,산일전기,"154,900",▲,"12,400","+8.70","1,186,817","256.20","3.89%","186,086"
17,'232140,신,와이씨,"21,300",▲,"2,510","+13.36","8,519,323","532.34","10.39%","183,044"
18,'036540,신,SFA반도체,"7,320",▲,"430","+6.24","21,529,834","284.67","13.10%","166,445"
19,'403870,신,HPSP,"45,250",▼,"-600","-1.31","3,486,088","96.25","4.16%","162,882"
20,'475150,신,SK이터닉스,"23,400",▲,"3,250","+16.13","7,153,748","868.03","21.20%","161,511"
21,'489790,신,한화비전,"65,300",▼,"-1,500","-2.25","2,336,070","46.51","4.63%","159,892"
22,'225190,주,LK삼양,"2,650",▲,"105","+4.13","53,828,832","71.67","76.39%","154,876"
23,'099320,신,쎄트렉아이,"202,000",▲,"15,000","+8.02","769,799","75.48","7.03%","153,646"
24,'036930,신,주성엔지니어링,"50,300",▲,"3,250","+6.91","3,015,012","96.83","6.38%","152,250"
