순위,종목코드,분,종목명,현재가,대비,,등락률,거래량,전일비,회전율,금액(백만)
1,'348340,증,뉴로메카,"55,800",▲,"12,450","+28.72","10,423,365","205.14","91.59%","545,108"
2,'056080,,유진로봇,"19,990",▲,"4,070","+25.57","28,155,034","691.35","75.06%","524,780"
3,'204320,신,HL만도,"62,100",▲,"1,700","+2.81","5,774,463","81.11","12.30%","360,803"
4,'052690,신,한전기술,"116,000",▲,"9,100","+8.51","3,106,552","375.52","8.13%","359,591"
5,'058610,신,에스피지,"87,000",▼,"-4,000","-4.40","3,384,951","55.31","15.27%","307,394"
6,'489790,신,한화비전,"52,100",▲,"2,300","+4.62","4,428,336","337.23","8.78%","233,188"
7,'098460,신,고영,"28,000",▼,"-1,750","-5.88","7,305,401","18.53","10.65%","207,631"
8,'022100,신,포스코DX,"29,750",▲,"600","+2.06","6,216,265","199.91","4.09%","189,936"
9,'0004V0,,엔비알모션,"17,710",↑,"4,080","+29.93","11,748,621","","112.92%","186,476"
10,'347850,신,디앤디파마텍,"92,000",▼,"-3,800","-3.97","1,948,894","73.73","4.48%","182,897"
11,'108490,신,로보티즈,"249,500",▲,"1,500","+0.60","667,900","105.84","4.59%","165,358"
12,'030530,신,원익홀딩스,"41,300",▼,"-2,300","-5.28","3,923,952","43.26","5.09%","164,787"
13,'090710,경,휴림로봇,"9,520",▲,"140","+1.49","17,054,114","39.46","14.28%","161,183"
14,'024060,신,흥구석유,"14,430",▲,"880","+6.49","10,841,178","399.35","72.28%","156,625"
15,'462350,증,이노스페이스,"23,250",▼,"-350","-1.48","6,242,497","232.39","30.28%","151,177"
16,'088350,신,한화생명,"3,380",▲,"315","+10.28","41,906,969","1,806.94","4.83%","143,119"
17,'950250,,테라뷰,"11,850",▼,"-100","-0.84","11,292,553","79.01","31.80%","140,781"
18,'199430,증,케이엔알시스템,"30,600",▲,"4,300","+16.35","4,524,681","599.24","41.15%","138,937"
19,'336260,신,두산퓨얼셀,"36,700",▲,"2,700","+7.94","3,751,693","211.57","5.73%","137,008"
20,'001440,신,대한전선,"25,750",▼,"-750","-2.83","5,218,617","34.72","2.80%","135,908"
21,'009830,신,한화솔루션,"28,850",▲,"400","+1.41","4,484,194","104.52","2.61%","129,553"
22,'476830,,알지노믹스,"158,000",▼,"-8,200","-4.93","806,251","67.31","5.80%","129,417"
23,'000990,신,DB하이텍,"81,000",▲,"4,600","+6.02","1,409,637","246.12","3.25%","115,603"
24,'388210,신,씨엠티엑스,"114,600",▲,"14,200","+14.14","988,781","378.47","10.67%","110,381"
