순위,종목코드,분,종목명,현재가,대비,,등락률,거래량,전일비,회전율,금액(백만)
1,'100090,신,SK오션플랜트,"27,400",▲,"1,850","+7.24","39,412,754","112.84","63.09%","1,102,356"
2,'003280,신,흥아해운,"3,625",▲,"595","+19.64","196,239,116","1,764.76","81.63%","714,732"
3,'032820,증,우리기술,"26,350",▼,"-2,050","-7.22","20,767,076","81.45","12.29%","577,124"
4,'375500,신,DL이앤씨,"63,500",▼,"-3,900","-5.79","6,848,542","98.62","17.70%","466,743"
5,'006360,신,GS건설,"30,450",▼,"-1,350","-4.25","14,291,785","65.08","16.70%","464,329"
6,'263750,,펄어비스,"41,350",▼,"-150","-0.36","10,421,379","50.80","16.23%","443,729"
7,'001510,주,SK증권,"2,375",▼,"-210","-8.12","168,793,358","36.22","35.72%","433,237"
8,'475150,주,SK이터닉스,"52,300",▼,"-7,600","-12.69","7,205,509","20.79","21.35%","410,078"
9,'217590,신,티엠씨,"27,300",▲,"3,700","+15.68","12,119,117","91.71","50.30%","327,946"
10,'098070,신,한텍,"59,100",▲,"11,200","+23.38","5,312,893","529.61","47.78%","307,704"
11,'460930,신,현대힘스,"19,800",▲,"1,780","+9.88","13,281,723","3,495.23","37.41%","267,232"
12,'046120,경,오르비텍,"13,990",▲,"290","+2.12","18,181,488","100.91","55.27%","267,068"
13,'403870,신,HPSP,"49,200",▼,"-2,000","-3.91","5,023,428","127.05","6.11%","255,303"
14,'322000,신,HD현대에너지솔루션,"135,300",▲,"4,300","+3.28","1,833,935","75.67","16.38%","253,995"
15,'090710,증,휴림로봇,"14,320",▲,"300","+2.14","17,345,093","125.25","14.52%","245,803"
16,'100840,신,SNT에너지,"54,200",▲,"900","+1.69","4,155,428","99.71","20.10%","225,731"
17,'024060,,흥구석유,"20,650",▲,"1,110","+5.68","9,375,960","294.85","62.51%","203,126"
18,'036930,신,주성엔지니어링,"71,500",▼,"-1,300","-1.79","2,665,274","42.94","5.74%","196,240"
19,'493280,,아이엠바이오로직스,"76,100",▼,"-27,900","-26.83","2,173,434","198.36","14.71%","194,841"
20,'131970,신,두산테스나,"99,100",▼,"-3,300","-3.22","1,735,761","106.11","8.99%","183,929"
21,'010170,경,대한광통신,"7,350",▼,"-90","-1.21","22,048,269","139.53","14.19%","168,527"
22,'214390,신,경보제약,"7,960",▲,"810","+11.33","16,415,303","1,078.66","68.67%","138,912"
23,'476830,신,알지노믹스,"201,000",▼,"-13,500","-6.29","651,714","81.40","4.68%","135,430"
24,'261780,증,차백신연구소,"5,300",↑,"1,220","+29.90","28,493,436","79.01","106.07%","133,699"
25,'117580,신,대성에너지,"11,590",▲,"450","+4.04","10,637,668","186.04","38.69%","133,201"
26,'475580,신,에이럭스,"13,310",▲,"180","+1.37","8,868,079","574.49","65.09%","129,194"
27,'066970,,엘앤에프,"111,000",▼,"-1,100","-0.98","1,123,139","219.84","2.79%","128,402"
28,'389260,신,대명에너지,"22,150",▼,"-1,200","-5.14","4,757,544","101.93","26.56%","118,781"
29,'226950,증,올릭스,"174,400",▼,"-12,500","-6.69","686,319","74.20","3.39%","118,171"
30,'038110,신,에코플라스틱,"3,910",↑,"900","+29.90","30,782,004","5,301.54","74.77%","116,638"
31,'092220,,KEC,"1,705",▲,"298","+21.18","68,902,476","310.64","34.33%","116,253"
32,'353200,신,대덕전자,"79,200",▼,"-3,600","-4.35","1,354,449","55.10","2.75%","109,717"
33,'456160,신,지투지바이오,"76,300",▼,"-12,900","-14.46","1,239,632","72.77","7.50%","99,992"
34,'044490,신,태웅,"51,600",▼,"-5,700","-9.95","1,777,192","20.27","8.89%","97,474"
35,'347700,증,스피어,"40,850",▼,"-3,900","-8.72","2,218,373","60.54","4.71%","93,705"
36,'489790,신,한화비전,"79,700",▼,"-7,700","-8.81","1,130,049","57.84","2.24%","92,538"
37,'051600,신,한전KPS,"63,700",▼,"-3,800","-5.63","1,381,159","52.39","3.07%","91,006"
38,'005880,신,대한해운,"2,235",▼,"-115","-4.89","37,351,274","166.57","11.58%","87,456"
39,'290690,증,소룩스,"4,135",▲,"435","+11.76","20,618,943","305.87","42.30%","86,947"
40,'050890,신,쏠리드,"12,370",▼,"-750","-5.72","6,334,511","27.61","10.43%","80,504"
41,'108490,신,로보티즈,"237,000",▼,"-24,000","-9.20","332,463","55.94","2.27%","80,267"
42,'417200,신,LS머트리얼즈,"22,850",▼,"-2,450","-9.68","3,368,692","27.00","4.98%","79,921"
43,'347850,신,디앤디파마텍,"70,300",▼,"-7,800","-9.99","1,093,007","145.29","2.50%","78,709"
44,'348370,증,엔켐,"42,350",▼,"-6,700","-13.66","1,793,067","99.59","8.19%","77,875"
45,'161890,신,한국콜마,"76,600",▼,"-100","-0.13","991,736","108.19","4.21%","77,513"
46,'010060,신,OCI홀딩스,"189,500",▼,"-13,500","-6.65","387,145","49.43","2.08%","77,059"
47,'089030,신,테크윙,"53,900",▼,"-4,100","-7.07","1,372,045","87.69","3.71%","75,964"
48,'178320,신,서진시스템,"44,250",▼,"-3,750","-7.81","1,656,278","33.06","2.83%","74,535"
49,'097230,증,HJ중공업,"26,400",▼,"-2,050","-7.21","2,697,623","66.76","2.99%","73,400"
50,'124500,,아이티센글로벌,"51,100",▼,"-10,400","-16.91","1,363,171","149.43","5.88%","73,112"
51,'023160,신,태광,"34,600",▼,"-1,100","-3.08","2,011,036","57.65","7.78%","72,764"
52,'222800,신,심텍,"57,000",▼,"-5,500","-8.80","1,241,550","57.18","3.33%","72,603"
53,'083650,신,비에이치아이,"102,400",▼,"-7,100","-6.48","680,384","60.27","2.20%","71,836"
54,'006910,신,보성파워텍,"11,330",▼,"-1,520","-11.83","5,855,384","26.86","11.92%","69,421"
55,'078600,신,대주전자재료,"124,100",▼,"-2,100","-1.66","553,540","48.80","3.58%","69,407"
56,'053690,신,한미글로벌,"27,050",▼,"-150","-0.55","2,479,764","76.74","22.64%","69,130"
57,'336260,신,두산퓨얼셀,"39,400",▼,"-2,500","-5.97","1,646,791","25.71","2.52%","67,330"
58,'440110,증,파두,"56,000",▼,"-3,200","-5.41","1,173,878","80.82","2.35%","66,021"
59,'090460,신,비에이치,"23,250",▲,"1,100","+4.97","2,811,696","155.83","8.35%","65,400"
60,'112610,신,씨에스윈드,"62,800",▼,"-3,300","-4.99","1,009,010","33.60","2.40%","64,997"
61,'105840,신,우진,"27,400",▼,"-3,800","-12.18","2,173,551","29.27","10.77%","62,960"
62,'475830,신,오름테라퓨틱,"109,700",▼,"-16,600","-13.14","547,663","96.32","2.58%","62,619"
63,'058610,신,에스피지,"109,100",▼,"-11,400","-9.46","543,340","57.62","2.45%","60,705"
64,'330860,신,네패스아크,"28,000",▲,"3,000","+12.00","2,199,135","139.88","18.05%","60,509"
65,'376900,경,로킷헬스케어,"125,000",▼,"-5,400","-4.14","475,463","38.30","3.03%","59,977"
66,'189860,증,서전기전,"7,150",▲,"940","+15.14","8,102,195","461.85","83.54%","59,123"
67,'032500,증,케이엠더블유,"28,500",▼,"-4,450","-13.51","1,959,845","61.83","4.75%","58,962"
68,'082920,,비츠로셀,"28,550",▼,"-1,600","-5.31","1,944,105","59.15","4.29%","58,066"
69,'004020,신,현대제철,"34,300",▼,"-3,150","-8.41","1,639,596","65.44","1.23%","57,215"
70,'035510,신,신세계 I&C,"21,000",▼,"-200","-0.94","2,629,116","186.63","18.81%","56,786"
71,'062040,신,산일전기,"151,000",▼,"-8,200","-5.15","365,470","89.81","1.20%","56,290"
72,'039200,증,오스코텍,"51,900",▼,"-4,100","-7.32","1,052,440","159.66","2.76%","55,593"
73,'136150,신,원일티엔아이,"18,000",▲,"370","+2.10","2,747,839","2,540.56","32.79%","55,100"
74,'218410,신,RFHIC,"71,800",▼,"-9,100","-11.25","718,569","53.57","2.71%","54,711"
75,'319400,,현대무벡스,"27,900",▼,"-1,750","-5.90","1,903,642","89.03","1.71%","54,522"
76,'069540,증,빛과전자,"2,845",↑,"655","+29.91","20,096,019","40.36","20.70%","53,880"
77,'089150,신,케이씨티,"3,520",▲,"335","+10.52","14,360,185","240.64","83.74%","53,746"
78,'200710,신,에이디테크놀로지,"49,150",▲,"1,450","+3.04","1,072,644","302.83","7.99%","53,512"
79,'004090,신,한국석유,"17,820",▲,"300","+1.71","2,850,443","272.09","22.46%","53,146"
80,'160190,환,하이젠알앤엠,"37,650",▼,"-14,450","-27.74","1,375,093","215.67","4.46%","52,945"
