순위,종목코드,분,종목명,현재가,대비,,등락률,거래량,전일비,회전율,금액(백만)
1,'408470,증,한패스,"27,200",▲,"8,200","+43.16","31,991,139","","302.61%","1,275,715"
2,'263750,,펄어비스,"51,500",▲,"10,800","+26.54","20,608,376","368.29","32.08%","994,727"
3,'050890,신,쏠리드,"15,910",▲,"2,590","+19.44","51,548,155","353.36","84.85%","788,310"
4,'375500,신,DL이앤씨,"68,600",▲,"8,300","+13.76","9,907,605","209.09","25.61%","675,704"
5,'489790,신,한화비전,"92,200",▲,"9,200","+11.08","6,792,894","235.97","13.46%","631,686"
6,'032820,증,우리기술,"25,850",▼,"-1,200","-4.44","24,609,222","100.12","14.39%","625,449"
7,'475150,,SK이터닉스,"57,600",▲,"5,800","+11.20","9,064,952","67.91","26.86%","508,649"
8,'010170,경,대한광통신,"9,170",▲,"920","+11.15","41,064,910","115.26","26.42%","369,455"
9,'027360,신,아주IB투자,"8,520",↑,"1,960","+29.88","40,928,987","625.41","33.79%","318,127"
10,'100090,신,SK오션플랜트,"25,250",▲,"200","+0.80","11,889,280","71.22","19.03%","300,001"
11,'003280,,흥아해운,"3,355",▼,"-100","-2.89","80,996,136","25.48","33.69%","282,792"
12,'293490,신,카카오게임즈,"14,590",▲,"600","+4.29","15,458,677","2,625.97","17.22%","245,933"
13,'006360,신,GS건설,"27,350",▼,"-850","-3.01","8,749,091","72.28","10.23%","242,973"
14,'368770,신,파이버프로,"23,050",▲,"1,700","+7.96","9,658,334","79.71","29.40%","214,377"
15,'218410,신,RFHIC,"88,500",▲,"12,100","+15.84","2,472,595","416.85","9.32%","212,775"
16,'348370,주,엔켐,"38,900",↑,"8,950","+29.88","5,914,841","65.58","27.00%","211,392"
17,'353200,신,대덕전자,"88,600",▲,"11,000","+14.18","2,418,768","193.49","4.90%","209,960"
18,'100790,신,미래에셋벤처투자,"27,000",↑,"6,200","+29.81","8,421,473","1,079.87","15.86%","209,830"
19,'007810,,코리아써키트,"79,500",▲,"14,300","+21.93","2,583,092","209.41","10.78%","197,195"
20,'082920,신,비츠로셀,"35,600",▲,"2,950","+9.04","5,367,960","65.27","11.84%","185,294"
21,'178320,신,서진시스템,"49,000",▼,"-200","-0.41","3,599,950","47.35","6.13%","180,499"
22,'001510,,SK증권,"2,205",▼,"-180","-7.55","76,390,899","52.75","16.17%","175,608"
23,'347700,정,스피어,"46,150",▲,"3,150","+7.33","3,749,011","117.52","7.61%","167,672"
24,'003000,신,부광약품,"9,240",↑,"2,130","+29.96","19,317,511","131.71","19.58%","164,888"
25,'017960,신,한국카본,"41,600",▼,"-5,200","-11.11","3,744,880","521.97","7.22%","155,381"
26,'476830,신,알지노믹스,"219,000",▲,"10,500","+5.04","661,649","77.72","4.75%","143,561"
27,'036930,신,주성엔지니어링,"73,600",▼,"-3,800","-4.91","1,864,639","28.97","4.02%","140,253"
28,'108860,신,셀바스AI,"13,550",▲,"390","+2.96","10,042,333","54.90","37.32%","138,862"
29,'295310,,에이치브이엠,"111,300",▲,"7,000","+6.71","1,311,012","68.12","10.91%","137,973"
30,'014970,신,삼륭물산,"9,840",▲,"290","+3.04","12,625,824","58.98","83.48%","133,555"
31,'085620,신,미래에셋생명,"17,700",▲,"2,100","+13.46","7,484,934","741.65","4.23%","133,475"
32,'222800,신,심텍,"63,000",▲,"6,200","+10.92","2,137,467","206.03","5.73%","133,021"
33,'069540,경,빛과전자,"3,020",▲,"400","+15.27","42,784,137","42.30","44.06%","127,827"
34,'234340,신,헥토파이낸셜,"28,050",▼,"-2,600","-8.48","4,532,359","168.90","32.45%","122,659"
35,'138080,경,오이솔루션,"41,600",▲,"7,500","+21.99","2,907,904","559.67","23.79%","118,536"
36,'450080,신,에코프로머티,"70,400",▲,"2,400","+3.53","1,666,893","78.79","2.37%","118,061"
37,'460930,신,현대힘스,"21,200",▼,"-1,200","-5.36","5,453,915","34.18","15.36%","117,681"
38,'214390,신,경보제약,"8,550",▲,"1,220","+16.64","13,552,414","409.01","56.69%","116,082"
39,'403870,신,HPSP,"49,750",▲,"1,000","+2.05","2,314,674","73.63","2.82%","115,573"
40,'067310,신,하나마이크론,"36,200",▲,"3,550","+10.87","3,023,261","244.07","4.56%","107,523"
41,'272550,신,삼양패키징,"14,260",▲,"220","+1.57","6,579,997","146.72","43.67%","100,215"
42,'017900,증,광전자,"3,395",↑,"780","+29.83","31,700,783","327.98","54.71%","100,158"
43,'456160,신,지투지바이오,"78,900",▲,"6,400","+8.83","1,281,976","67.66","7.75%","98,300"
44,'322000,신,HD현대에너지솔루션,"126,800",▲,"2,500","+2.01","736,156","64.05","6.58%","92,499"
45,'032500,증,케이엠더블유,"32,850",▲,"4,050","+14.06","2,739,341","166.31","6.64%","86,793"
46,'005880,신,대한해운,"2,435",▲,"100","+4.28","34,813,194","141.39","10.79%","85,174"
47,'101490,신,에스앤에스텍,"93,700",▲,"6,200","+7.09","904,780","166.76","4.25%","84,718"
48,'120110,신,코오롱인더,"78,800",▲,"5,400","+7.36","1,046,075","127.33","3.81%","81,957"
49,'066310,신,큐에스아이,"13,550",▲,"370","+2.81","5,873,613","163.23","63.36%","79,157"
50,'100590,신,머큐리,"5,910",▲,"10","+0.17","12,259,054","250.13","77.45%","77,087"
51,'486990,신,노타,"42,400",▲,"2,150","+5.34","1,753,901","116.92","8.22%","75,949"
52,'131970,신,두산테스나,"103,400",▼,"-800","-0.77","710,400","66.61","3.68%","74,207"
53,'356860,신,티엘비,"78,800",▲,"4,700","+6.34","936,292","89.64","9.53%","74,157"
54,'200710,신,에이디테크놀로지,"58,800",▲,"800","+1.38","1,223,771","38.83","9.11%","71,955"
55,'217590,,티엠씨,"24,300",▲,"100","+0.41","2,883,606","52.36","11.97%","69,536"
56,'226950,증,올릭스,"186,500",▲,"2,200","+1.19","365,201","48.75","1.80%","68,359"
57,'038110,신,에코플라스틱,"3,495",▼,"-105","-2.92","18,572,720","33.00","45.12%","67,696"
58,'089030,신,테크윙,"54,500",▲,"1,200","+2.25","1,224,829","90.73","3.31%","66,490"
59,'478340,신,나라스페이스테크놀로지,"48,750",▲,"5,150","+11.81","1,397,373","125.96","12.12%","65,936"
60,'131030,신,옵투스제약,"17,540",▲,"3,360","+23.70","3,843,335","243.04","21.78%","65,589"
61,'078600,신,대주전자재료,"125,900",▲,"7,800","+6.60","511,043","67.70","3.31%","64,140"
62,'001515,경,SK증권우,"7,080",▲,"10","+0.14","7,669,066","334.92","196.02%","63,223"
63,'124500,,아이티센글로벌,"51,600",▼,"-4,000","-7.19","1,220,809","38.33","5.27%","63,217"
64,'112610,신,씨에스윈드,"63,700",▲,"2,300","+3.75","954,828","58.69","2.27%","59,819"
65,'090710,증,휴림로봇,"13,720",▼,"-100","-0.72","4,343,161","46.70","3.64%","59,763"
66,'089970,신,브이엠,"47,750",▲,"800","+1.70","1,240,538","172.56","5.09%","59,728"
67,'080220,신,제주반도체,"43,950",▲,"1,600","+3.78","1,308,081","160.49","3.80%","57,657"
68,'347850,신,디앤디파마텍,"78,400",▲,"4,700","+6.38","725,869","76.95","1.66%","56,684"
69,'024060,,흥구석유,"19,250",▼,"-500","-2.53","2,922,733","29.83","19.49%","56,148"
70,'108490,신,로보티즈,"257,500",▼,"-1,500","-0.58","215,956","66.07","1.48%","55,715"
71,'261780,경,차백신연구소,"5,290",▼,"-410","-7.19","10,157,114","20.09","37.81%","55,647"
72,'058610,신,에스피지,"114,800",▲,"1,000","+0.88","487,931","104.73","2.21%","55,576"
73,'046120,경,오르비텍,"12,250",▼,"-780","-5.99","4,492,027","73.18","13.66%","55,212"
74,'319660,신,피에스케이,"84,500",▲,"4,700","+5.89","635,148","105.48","2.20%","54,588"
75,'044490,신,태웅,"46,600",▼,"-1,300","-2.71","1,139,144","69.94","5.70%","53,800"
76,'115440,신,우리넷,"12,870",↑,"2,970","+30.00","4,460,096","43.05","41.32%","53,134"
77,'440110,증,파두,"54,700",▼,"-1,900","-3.36","917,500","81.08","1.84%","52,050"
78,'215600,증,신라젠,"3,945",▲,"465","+13.36","12,935,853","2,165.94","9.37%","51,742"
79,'099320,신,쎄트렉아이,"193,000",▲,"8,100","+4.38","273,817","59.45","2.51%","51,550"
80,'083650,신,비에이치아이,"104,500",▲,"5,300","+5.34","497,132","44.33","1.61%","51,342"
81,'376900,경,로킷헬스케어,"120,300",▼,"-5,600","-4.45","402,857","96.94","2.56%","48,732"
82,'323280,신,태성,"59,300",▼,"-1,400","-2.31","810,803","89.84","2.66%","48,097"
83,'417200,신,LS머트리얼즈,"21,000", ,"0","0","2,235,390","42.98","3.31%","47,114"
84,'100840,신,SNT에너지,"48,550",▼,"-900","-1.82","974,761","48.48","4.72%","47,040"
85,'065530,신,와이어블,"1,960",▲,"114","+6.18","22,576,580","124.13","47.20%","46,884"
86,'274090,신,켄코아에어로스페이스,"24,300",▲,"3,600","+17.39","1,969,974","518.30","14.37%","46,586"
87,'005290,신,동진쎄미켐,"49,950",▲,"1,750","+3.63","939,572","92.83","1.83%","46,484"
