순위,종목코드,분,종목명,현재가,대비,,등락률,거래량,전일비,회전율,금액(백만)
1,'322000,신,HD현대에너지솔루션,"100,200",▼,"-3,800","-3.65","5,724,358","103.78","51.12%","635,609"
2,'103140,신,풍산,"130,600",▲,"14,800","+12.78","4,823,559","848.43","17.22%","628,569"
3,'089030,신,테크윙,"51,500",▲,"4,900","+10.52","9,123,981","640.46","24.63%","479,390"
4,'0009K0,신,에임드바이오,"64,300",▲,"2,800","+4.55","6,498,521","81.87","10.05%","437,183"
5,'028670,신,팬오션,"6,180",▲,"900","+17.05","69,861,375","1,859.15","13.07%","429,884"
6,'011210,신,현대위아,"96,800",▼,"-4,500","-4.44","3,370,959","78.97","12.40%","361,342"
7,'403870,신,HPSP,"43,450",▼,"-1,400","-3.12","7,093,746","149.73","8.45%","325,324"
8,'032820,경,우리기술,"17,070",▼,"-40","-0.23","18,737,169","156.70","11.24%","323,940"
9,'226950,증,올릭스,"194,300",▲,"14,300","+7.94","1,500,305","104.57","7.44%","295,610"
10,'484590,신,삼양컴텍,"15,370",▲,"2,510","+19.52","19,524,242","198.90","47.38%","293,581"
11,'038500,,삼표시멘트,"17,010",▼,"-340","-1.96","14,791,341","32.88","13.71%","267,166"
12,'450080,신,에코프로머티,"68,100",▼,"-3,800","-5.29","3,637,907","210.69","5.16%","262,547"
13,'005880,신,대한해운,"2,820",↑,"650","+29.95","95,223,797","3,314.28","29.51%","255,917"
14,'080220,신,제주반도체,"44,050",▼,"-6,850","-13.46","5,122,136","50.28","14.88%","239,273"
15,'319400,,현대무벡스,"32,450",▼,"-2,150","-6.21","7,020,439","103.34","6.31%","237,710"
16,'010170,증,대한광통신,"4,570",▲,"275","+6.40","48,638,187","387.52","36.86%","234,256"
17,'187660,위,현대ADM,"15,510",▼,"-3,160","-16.93","12,861,837","38.65","23.19%","225,979"
18,'489790,신,한화비전,"75,900",▼,"-9,500","-11.12","2,788,215","46.83","5.53%","221,836"
19,'027360,신,아주IB투자,"5,060",▼,"-750","-12.91","36,593,545","137.30","30.21%","214,298"
20,'036930,신,주성엔지니어링,"59,000",▲,"2,900","+5.17","3,451,776","262.06","7.31%","208,000"
21,'439260,신,대한조선,"96,200",▼,"-3,300","-3.32","2,009,935","136.17","5.22%","203,363"
22,'0015G0,,그린광학,"45,600",▲,"3,900","+9.35","4,150,681","403.08","35.47%","193,870"
23,'108490,신,로보티즈,"258,000",▼,"-30,500","-10.57","703,626","184.39","4.81%","191,840"
24,'058610,신,에스피지,"135,000",▼,"-9,600","-6.64","1,349,801","128.48","6.09%","191,653"
25,'263750,신,펄어비스,"60,300",▲,"6,700","+12.50","3,145,005","397.36","4.90%","191,268"
26,'457190,신,이수스페셜티케미컬,"105,300",▼,"-9,900","-8.59","1,662,198","70.61","5.51%","185,437"
