순위,종목코드,분,종목명,현재가,대비,,등락률,거래량,전일비,회전율,금액(백만)
1,'478340,증,나라스페이스테크놀로지,"27,150",▲,"10,650","+64.55","43,649,290","","378.46%","1,778,358"
2,'464490,,쿼드메디슨,"24,550",▲,"4,300","+21.23","23,954,546","169.07","211.22%","546,269"
3,'0007C0,,아크릴,"47,500",▼,"-19,500","-29.10","7,136,780","23.53","89.43%","452,627"
4,'0009K0,,에임드바이오,"67,000",▼,"-5,400","-7.46","6,132,009","49.12","9.56%","452,230"
5,'319400,신,현대무벡스,"12,380",▲,"480","+4.03","29,786,496","48.00","26.75%","378,707"
6,'140410,증,메지온,"87,000",▼,"-10,000","-10.31","3,245,081","100.87","10.69%","323,819"
7,'030530,신,원익홀딩스,"31,950",▼,"-2,600","-7.53","7,553,786","114.08","9.78%","256,193"
8,'466100,신,클로봇,"62,600",▼,"-1,200","-1.88","3,772,963","108.76","15.10%","238,854"
9,'347850,신,디앤디파마텍,"90,000",▼,"-6,400","-6.64","2,484,753","48.62","5.73%","227,483"
10,'330350,신,위더스제약,"9,550",▲,"810","+9.27","21,548,428","476.29","163.22%","222,415"
11,'003310,신,대주산업,"2,360",▲,"125","+5.59","79,501,561","106.64","224.63%","199,479"
12,'100790,신,미래에셋벤처투자,"12,420",▲,"2,030","+19.54","16,644,673","685.75","31.34%","198,422"
13,'204320,신,HL만도,"54,600",▲,"2,400","+4.60","3,637,236","94.48","7.75%","198,295"
14,'108490,신,로보티즈,"276,500",▼,"-15,000","-5.15","659,270","86.23","4.53%","186,736"
15,'058610,경,에스피지,"71,600",▼,"-10,300","-12.58","2,321,867","182.19","10.47%","174,947"
16,'217590,,티엠씨,"18,640",▼,"-3,160","-14.50","6,643,571","32.50","27.58%","143,241"
17,'226950,증,올릭스,"136,300",▼,"-4,400","-3.13","915,044","60.98","4.54%","124,305"
18,'195870,신,해성디에스,"59,700",▲,"10,650","+21.71","2,211,372","972.35","13.01%","124,280"
19,'370090,신,퓨런티어,"15,750",▲,"1,040","+7.07","7,258,634","107.43","84.83%","117,771"
20,'0015S0,,페스카로,"24,700",▲,"700","+2.92","4,423,906","96.18","45.79%","116,951"
21,'002800,신,신신제약,"6,630",▲,"1,210","+22.32","17,740,693","11,008.27","116.95%","113,494"
22,'249420,,일동제약,"36,600",▼,"-2,600","-6.63","3,004,546","70.07","9.50%","112,561"
23,'039200,,오스코텍,"51,600",▼,"-2,700","-4.97","2,016,305","28.19","5.28%","108,559"
24,'290650,신,엘앤씨바이오,"67,300",▼,"-5,400","-7.43","1,545,428","49.92","6.28%","108,537"
25,'306040,주,에스제이그룹,"8,320",↑,"1,920","+30.00","14,267,097","954.22","144.62%","106,140"
26,'950250,,테라뷰,"10,740",▼,"-290","-2.63","8,881,084","199.36","25.01%","100,506"
27,'067290,신,JW신약,"2,155",▲,"263","+13.90","46,033,055","283.26","86.25%","96,168"
28,'125490,신,한라캐스트,"16,380",▼,"-1,870","-10.25","5,552,861","81.14","15.22%","94,857"
29,'001430,신,세아베스틸지주,"43,250",▲,"100","+0.23","2,064,334","117.93","5.76%","92,211"
