순위,종목코드,분,종목명,현재가,대비,,등락률,거래량,전일비,회전율,금액(백만)
1,'950250,,테라뷰,"17,030",▲,"1,030","+6.44","43,342,524","64.29","122.04%","799,682"
2,'0015S0,증,페스카로,"27,100",▲,"11,600","+74.84","16,294,211","","168.63%","602,841"
3,'466100,신,클로봇,"51,900",▲,"3,250","+6.68","11,512,122","107.58","46.07%","591,046"
4,'249420,,일동제약,"32,500",▲,"2,800","+9.43","13,706,242","310.19","43.33%","451,182"
5,'108860,신,셀바스AI,"14,820",▲,"2,470","+20.00","15,900,791","9,074.61","59.08%","231,984"
6,'030530,신,원익홀딩스,"30,750",▲,"1,550","+5.31","6,628,571","231.82","8.59%","199,322"
7,'138610,신,나이벡,"51,100",▲,"8,200","+19.11","3,793,388","409.16","33.39%","179,406"
8,'084670,위,동양고속,"46,850",↑,"10,800","+29.96","3,947,398","1,287.33","136.33%","171,234"
9,'308080,위,바이젠셀,"15,800",▲,"2,540","+19.16","10,277,043","","50.26%","156,662"
10,'486990,신,노타,"45,200",▲,"2,550","+5.98","3,425,106","234.97","16.19%","151,568"
11,'290650,신,엘앤씨바이오,"67,100",▲,"500","+0.75","2,257,884","24.85","9.18%","150,517"
12,'056080,,유진로봇,"13,660",▲,"540","+4.12","10,495,819","315.73","27.98%","148,541"
13,'347850,신,디앤디파마텍,"87,300",▲,"2,400","+2.83","1,670,784","80.02","3.85%","144,609"
14,'128820,신,대성산업,"5,940",▲,"810","+15.79","24,068,954","1,230.66","53.21%","140,780"
15,'124500,신,아이티센글로벌,"25,750",▲,"3,750","+17.05","5,430,798","606.44","23.41%","139,929"
16,'108490,신,로보티즈,"284,000",▲,"500","+0.18","462,831","73.56","3.18%","130,855"
17,'043260,주,성호전자,"6,250",▲,"1,240","+24.75","21,049,529","541.45","29.68%","130,669"
18,'098460,신,고영,"26,950",▼,"-450","-1.64","4,759,614","20.63","6.94%","128,648"
19,'226950,증,올릭스,"132,700",▲,"7,700","+6.16","943,489","87.41","4.70%","123,777"
20,'161580,신,필옵틱스,"45,900",▲,"2,100","+4.79","2,609,045","95.32","11.15%","119,517"
21,'064260,신,다날,"7,160",▲,"710","+11.01","16,784,362","698.19","22.36%","118,345"
22,'039860,신,나노엔텍,"4,225",▲,"230","+5.76","26,033,059","153.92","68.35%","117,445"
23,'457190,신,이수스페셜티케미컬,"66,500",▼,"-1,900","-2.78","1,615,006","25.04","5.35%","109,012"
24,'353200,신,대덕전자,"49,500",▲,"500","+1.02","2,076,779","204.76","4.21%","104,271"
25,'281740,신,레이크머티리얼즈,"16,060",▲,"1,060","+7.07","6,401,558","314.24","9.74%","103,542"
26,'060280,신,큐렉소,"14,140",▲,"340","+2.46","6,891,145","124.15","16.78%","98,936"
27,'450140,경,코오롱모빌리티그룹,"9,060",▼,"-1,780","-16.42","10,288,548","226.43","16.39%","98,577"
28,'204320,신,HL만도,"54,800",▲,"100","+0.18","1,744,672","54.45","3.72%","96,203"
29,'049630,주,재영솔루텍,"2,885",▲,"405","+16.33","33,392,050","665.24","28.57%","94,685"
30,'0009K0,,에임드바이오,"46,600",▼,"-3,400","-6.80","1,848,223","49.81","2.89%","88,748"
31,'388720,,유일로보틱스,"92,800",▲,"6,900","+8.03","936,306","464.19","8.01%","84,725"
32,'450080,신,에코프로머티,"64,300",▼,"-1,000","-1.53","1,257,074","85.03","1.79%","82,728"
33,'484590,신,삼양컴텍,"13,560",▲,"1,660","+13.95","5,742,501","1,398.32","13.94%","76,571"
34,'222800,신,심텍,"55,000",▲,"1,300","+2.42","1,347,331","72.64","3.65%","74,168"
35,'058610,경,에스피지,"72,900",▼,"-2,200","-2.93","999,513","76.96","4.51%","73,048"
36,'125490,,한라캐스트,"17,930",▼,"-50","-0.28","4,046,631","64.06","11.09%","72,649"
37,'323280,신,태성,"50,000",▲,"1,350","+2.77","1,395,847","65.10","4.58%","69,730"
38,'319400,신,현대무벡스,"10,610",▼,"-10","-0.09","6,303,051","123.10","5.66%","67,894"
39,'456160,신,지투지바이오,"77,200",▲,"200","+0.26","876,044","134.21","5.39%","67,338"
40,'000650,위,천일고속,"361,500",▼,"-19,000","-4.99","180,899","84.59","12.66%","65,615"
41,'114190,신,강원에너지,"16,630",▲,"660","+4.13","3,714,606","485.98","14.22%","63,463"
42,'039200,,오스코텍,"59,300",▲,"4,000","+7.23","1,018,195","160.19","2.67%","60,237"
43,'214450,신,파마리서치,"385,500",▼,"-3,500","-0.90","156,290","96.73","1.51%","59,884"
44,'298830,신,슈어소프트테크,"6,140",▼,"-340","-5.25","9,233,939","107.42","17.55%","59,171"
45,'475830,신,오름테라퓨틱,"85,800",▼,"-300","-0.35","698,182","35.88","3.30%","58,638"
46,'439260,신,대한조선,"75,000",▲,"2,400","+3.31","764,219","223.53","1.99%","57,190"
47,'090710,증,휴림로봇,"5,690",▲,"20","+0.35","9,921,393","189.84","8.31%","56,838"
48,'083650,신,비에이치아이,"51,800",▲,"500","+0.97","1,055,618","72.24","3.42%","54,878"
49,'208370,신,셀바스헬스케어,"5,620",↑,"1,295","+29.94","10,327,784","388.37","40.13%","54,244"
50,'100660,,서암기계공업,"5,020",▲,"65","+1.31","10,222,212","106.30","81.13%","53,862"
51,'009420,신,한올바이오파마,"50,700",▲,"1,700","+3.47","1,080,049","84.25","2.07%","53,554"
52,'424870,신,이뮨온시아,"11,580",▲,"450","+4.04","4,733,198","92.14","6.39%","53,490"
53,'310210,증,보로노이,"221,000",▼,"-1,000","-0.45","244,663","85.88","1.34%","53,266"
54,'437730,경,삼현,"49,750",▲,"2,550","+5.40","1,076,294","162.70","3.40%","52,639"
55,'092200,,디아이씨,"10,900",▼,"-760","-6.52","4,717,511","74.56","12.14%","52,621"
56,'376900,경,로킷헬스케어,"72,600",▲,"1,500","+2.11","699,424","156.57","4.47%","51,302"
57,'011790,신,SKC,"113,900",▼,"-600","-0.52","437,080","55.48","1.16%","50,465"
58,'014970,신,삼륭물산,"8,220",▼,"-230","-2.72","5,485,280","89.96","36.27%","48,651"
59,'039440,신,에스티아이,"29,700",▲,"900","+3.13","1,635,800","35.60","10.34%","48,593"
60,'067080,신,대화제약,"20,850",▲,"450","+2.21","2,279,114","83.67","12.25%","48,242"
61,'107640,신,한중엔시에스,"51,300",▲,"1,550","+3.12","911,972","401.21","10.07%","48,172"
