순위,종목코드,분,종목명,현재가,대비,,등락률,거래량,전일비,회전율,금액(백만)
1,'010170,증,대한광통신,"18,270",▲,"570","+3.22","43,365,684","51.79","27.90%","791,073"
2,'161580,신,필옵틱스,"63,200",↑,"14,550","+29.91","11,330,383","2,364.60","48.34%","678,617"
3,'001510,신,SK증권,"5,640",▲,"450","+8.67","109,253,515","140.96","47.24%","621,540"
4,'006910,신,보성파워텍,"15,830",▲,"1,480","+10.31","39,397,165","86.98","80.19%","611,312"
5,'006340,경,대원전선,"18,040",▲,"690","+3.98","32,493,277","79.01","41.44%","608,771"
6,'356680,,엑스게이트,"18,580",▲,"3,570","+23.78","31,879,874","314.15","111.69%","553,832"
7,'033100,주,제룡전기,"89,800",▼,"-1,700","-1.86","5,091,434","64.67","31.70%","465,134"
8,'050890,신,쏠리드,"18,440",▼,"-200","-1.07","21,603,757","97.36","35.56%","411,253"
9,'089010,신,켐트로닉스,"46,950",▲,"8,900","+23.39","9,059,954","590.89","54.03%","405,827"
10,'003530,신,한화투자증권,"9,370",▲,"1,180","+14.41","38,051,827","191.79","17.74%","353,056"
11,'203650,,드림시큐리티,"3,755",↑,"865","+29.93","90,934,945","696.28","90.77%","308,145"
12,'098460,신,고영,"41,600",▲,"2,650","+6.80","7,340,260","201.03","10.70%","302,416"
13,'375500,신,DL이앤씨,"98,400",▲,"7,100","+7.78","3,196,282","83.79","8.27%","298,866"
14,'222800,신,심텍,"99,900",▲,"11,700","+13.27","3,052,074","326.91","8.18%","289,534"
15,'080220,신,제주반도체,"58,500",▲,"1,800","+3.17","4,634,584","81.26","13.46%","272,241"
16,'007610,주,선도전기,"12,740",▲,"1,760","+16.03","19,558,919","3,537.09","108.67%","262,545"
17,'003470,신,유안타증권,"7,830",↑,"1,800","+29.85","33,014,902","147.52","16.55%","238,727"
18,'006360,신,GS건설,"37,950",▲,"2,000","+5.56","6,526,925","99.09","7.63%","236,648"
19,'064260,신,다날,"8,000",▲,"570","+7.67","27,236,186","2,074.92","36.01%","226,080"
20,'060370,신,LS마린솔루션,"50,700",▲,"1,150","+2.32","4,415,844","59.79","8.46%","225,867"
21,'403870,신,HPSP,"56,600",▲,"2,200","+4.04","3,949,165","200.78","4.80%","221,546"
22,'452190,,한빛레이저,"10,010",▲,"1,840","+22.52","21,624,128","467.04","90.40%","215,994"
23,'108490,신,로보티즈,"312,000",▼,"-1,500","-0.48","563,302","108.05","3.85%","175,534"
24,'083450,,GST,"58,100",▲,"8,000","+15.97","2,929,289","475.49","15.90%","165,628"
25,'032820,증,우리기술,"21,250",▼,"-300","-1.39","7,718,281","99.19","4.52%","163,281"
26,'093370,신,후성,"14,100",▼,"-30","-0.21","11,335,632","53.37","10.57%","162,857"
27,'100790,경,미래에셋벤처투자,"55,300",▲,"2,700","+5.13","2,944,617","159.34","5.55%","160,682"
28,'332570,주,PS일렉트로닉스,"9,910",▼,"-560","-5.35","16,033,555","125.60","33.93%","159,072"
29,'425040,신,티이엠씨,"21,700",▲,"1,990","+10.10","6,675,922","64.56","31.30%","156,769"
30,'417200,신,LS머트리얼즈,"30,200",▼,"-150","-0.49","5,171,372","93.16","7.65%","154,249"
31,'092790,신,넥스틸,"19,750",▲,"950","+5.05","7,471,445","277.98","28.74%","153,583"
32,'489790,신,한화비전,"90,100",▲,"1,400","+1.58","1,707,368","75.35","3.39%","152,869"
33,'440110,증,파두,"78,800",▼,"-2,400","-2.96","1,940,456","153.29","3.88%","152,401"
34,'027360,신,아주IB투자,"15,570",▲,"110","+0.71","9,581,832","61.57","7.91%","151,010"
35,'001500,신,현대차증권,"13,010",▲,"1,360","+11.67","11,263,986","112.66","18.22%","147,990"
36,'267320,신,나인테크,"3,940",▲,"440","+12.57","35,956,677","2,234.92","62.63%","143,160"
37,'323280,신,태성,"80,700",▲,"5,100","+6.75","1,786,753","164.34","5.86%","142,223"
38,'475150,신,SK이터닉스,"54,500",▼,"-700","-1.27","2,511,194","84.26","7.38%","139,104"
39,'024840,경,KBI메탈,"8,610",↑,"1,980","+29.86","16,035,347","250.79","45.94%","133,587"
40,'382900,신,범한퓨얼셀,"40,050",▲,"4,150","+11.56","3,248,053","768.18","37.08%","132,908"
41,'007810,신,코리아써키트,"98,400",▲,"7,000","+7.66","1,346,534","252.17","5.62%","131,809"
42,'100590,,머큐리,"8,880",▲,"1,470","+19.84","15,063,167","174.41","87.89%","131,499"
43,'059090,신,미코,"28,350",▲,"2,250","+8.62","4,785,299","79.34","14.33%","130,906"
44,'476830,신,알지노믹스,"167,700",▼,"-6,800","-3.90","745,130","197.52","5.35%","124,438"
45,'037030,증,파워넷,"9,670",↑,"2,230","+29.97","13,999,107","129.32","54.88%","123,047"
46,'322000,신,HD현대에너지솔루션,"213,500",▼,"-7,500","-3.39","582,632","92.45","5.21%","121,916"
47,'178320,신,서진시스템,"59,500",▼,"-1,800","-2.94","1,996,425","96.01","3.36%","117,095"
48,'100840,신,SNT에너지,"64,400",▲,"5,800","+9.90","1,822,102","270.40","8.82%","116,248"
49,'263750,신,펄어비스,"54,700",▼,"-3,800","-6.50","2,084,021","166.20","3.25%","115,519"
50,'253590,신,네오셈,"20,650",▲,"1,680","+8.86","5,454,564","223.19","12.44%","111,411"
51,'054920,신,한컴위드,"7,850",▲,"870","+12.46","13,959,340","1,093.10","49.48%","110,800"
52,'388050,신,지투파워,"17,250",▲,"1,000","+6.15","6,334,517","133.00","33.86%","110,005"
53,'004800,신,효성,"269,000",▲,"48,000","+21.72","424,575","223.97","2.54%","106,845"
54,'089030,신,테크윙,"62,100",▲,"800","+1.31","1,704,161","65.02","4.60%","105,412"
55,'036540,신,SFA반도체,"8,890",▲,"270","+3.13","11,539,353","218.23","7.02%","103,344"
56,'067310,신,하나마이크론,"43,500",▲,"1,450","+3.45","2,377,229","66.63","3.58%","102,807"
57,'078600,신,대주전자재료,"158,200",▲,"700","+0.44","623,857","134.85","4.02%","99,287"
58,'101490,신,에스앤에스텍,"95,000",▼,"-5,000","-5.00","1,021,231","237.50","4.79%","98,776"
59,'217590,신,티엠씨,"31,650",▲,"700","+2.26","3,128,946","177.59","12.99%","98,752"
60,'112290,,와이씨켐,"16,020",▲,"2,400","+17.62","6,010,601","493.45","29.73%","98,729"
61,'126340,주,비나텍,"192,700",▲,"8,000","+4.33","513,029","125.71","7.19%","97,555"
62,'0011T0,,채비,"17,170",▼,"-2,810","-14.06","5,308,190","95.70","11.35%","96,235"
63,'001740,신,SK네트웍스,"6,680",▲,"90","+1.37","13,809,967","118.02","6.89%","95,808"
64,'229640,,LS에코에너지,"92,700",▲,"2,300","+2.54","1,044,954","59.21","3.42%","95,555"
65,'005290,신,동진쎄미켐,"59,700",▲,"800","+1.36","1,596,280","151.43","3.11%","95,440"
66,'347700,증,스피어,"42,100",▲,"650","+1.57","2,257,713","117.34","4.51%","94,328"
67,'457190,신,이수스페셜티케미컬,"122,600",▼,"-1,000","-0.81","775,713","111.49","2.57%","93,733"
68,'059120,신,아진엑스텍,"11,660",▲,"80","+0.69","7,790,584","54.81","42.55%","93,628"
69,'092190,환,서울바이오시스,"12,110",▲,"880","+7.84","7,705,200","410.93","16.80%","92,342"
70,'020150,신,롯데에너지머티리얼즈,"79,000",▲,"500","+0.64","1,182,567","48.03","2.26%","92,162"
71,'204270,신,제이앤티씨,"22,550",▲,"3,450","+18.06","3,989,086","1,133.23","6.90%","87,892"
72,'218410,신,RFHIC,"96,400",▼,"-1,600","-1.63","925,508","81.75","3.49%","87,675"
73,'189860,증,서전기전,"11,300",▲,"2,400","+26.97","8,210,564","391.02","84.66%","87,334"
74,'120110,신,코오롱인더,"95,800",▲,"2,000","+2.13","906,120","132.77","3.03%","86,308"
