순위,종목코드,분,종목명,현재가,대비,,등락률,거래량,전일비,회전율,금액(백만)
1,'006340,주,대원전선,"15,050",▲,"1,960","+14.97","82,099,217","95.76","104.70%","1,266,114"
2,'0129K0,증,신한제18호스팩,"2,355",▲,"355","+17.75","129,705,383","","2,307.93%","745,310"
3,'046890,,서울반도체,"16,490",▲,"2,170","+15.15","43,252,030","768.18","74.19%","703,878"
4,'0011T0,,채비,"21,150",▼,"-1,400","-6.21","23,819,265","19.69","50.92%","563,112"
5,'475150,신,SK이터닉스,"58,000",▼,"-1,000","-1.69","8,688,157","67.65","25.51%","530,074"
6,'010170,증,대한광통신,"15,150",▲,"80","+0.53","32,504,946","145.79","20.91%","507,323"
7,'025860,신,남해화학,"11,740",▲,"2,300","+24.36","45,415,378","2,636.58","91.42%","504,170"
8,'050890,신,쏠리드,"17,110",▲,"1,040","+6.47","21,173,480","929.91","34.85%","371,822"
9,'199820,신,제일일렉트릭,"17,260",▲,"620","+3.73","20,245,741","233.08","91.12%","359,736"
10,'489790,신,한화비전,"86,600",▲,"4,900","+6.00","4,063,909","159.13","8.05%","358,927"
11,'322000,신,HD현대에너지솔루션,"231,000",▲,"15,500","+7.19","1,429,913","64.20","12.77%","330,501"
12,'033100,신,제룡전기,"69,800",▲,"3,700","+5.60","4,350,685","90.72","27.09%","301,970"
13,'006360,신,GS건설,"38,250",▼,"-3,450","-8.27","7,533,572","206.87","8.81%","291,293"
14,'336260,신,두산퓨얼셀,"60,900",▲,"2,300","+3.92","4,506,324","75.69","6.89%","279,686"
15,'024060,신,흥구석유,"17,930",▲,"990","+5.84","13,950,743","1,280.14","93.01%","256,454"
16,'108490,신,로보티즈,"319,500",▼,"-9,000","-2.74","709,014","77.76","4.84%","234,925"
17,'432720,,퀄리타스반도체,"25,050",▲,"3,200","+14.65","9,273,040","523.95","65.51%","233,164"
18,'459510,신,나우로보틱스,"30,550",↑,"7,050","+30.00","7,635,804","546.46","58.84%","222,462"
19,'178320,신,서진시스템,"59,500",▲,"2,800","+4.94","3,633,119","66.12","6.11%","214,806"
20,'125020,신,티씨머티리얼즈,"8,430",▲,"1,130","+15.48","24,369,634","202.85","69.56%","213,603"
21,'375500,신,DL이앤씨,"98,200",▼,"-2,900","-2.87","2,128,297","141.83","5.51%","207,614"
22,'001510,신,SK증권,"5,230",▼,"-90","-1.69","36,731,336","120.49","15.89%","202,209"
23,'058610,신,에스피지,"127,900",▼,"-2,200","-1.69","1,409,794","162.76","6.36%","189,341"
24,'027360,,아주IB투자,"15,000",▼,"-1,580","-9.53","12,003,696","24.59","9.91%","186,627"
25,'024840,신,KBI메탈,"5,100",↑,"1,175","+29.94","39,179,527","610.51","112.24%","181,194"
26,'440110,주,파두,"78,200",▼,"-3,300","-4.05","2,049,000","270.80","4.10%","166,582"
27,'147830,신,제룡산업,"11,690",▲,"510","+4.56","13,015,218","97.37","65.08%","157,823"
28,'080220,신,제주반도체,"52,400",▼,"-1,200","-2.24","2,773,607","126.48","8.06%","149,088"
29,'059120,신,아진엑스텍,"8,910",▲,"1,340","+17.70","16,776,104","4,148.76","91.63%","148,634"
30,'059090,신,미코,"22,750",▲,"1,200","+5.57","5,968,975","108.56","17.87%","143,594"
31,'490470,신,세미파이브,"42,450",▲,"3,050","+7.74","3,270,804","193.17","9.67%","136,832"
32,'098460,신,고영,"40,250",▼,"-1,700","-4.05","3,277,910","21.96","4.78%","133,416"
33,'090710,증,휴림로봇,"12,620",▼,"-290","-2.25","9,997,438","116.07","8.37%","131,264"
34,'417200,신,LS머트리얼즈,"30,050",▼,"-1,200","-3.84","4,251,689","21.67","6.29%","129,635"
35,'017510,신,세명전기,"14,500",▲,"420","+2.98","8,537,922","72.39","56.01%","129,410"
36,'041910,신,폴라리스AI파마,"7,480",▲,"350","+4.91","14,723,808","2,429.16","110.85%","123,647"
37,'222080,신,씨아이에스,"17,170",▼,"-1,480","-7.94","6,760,397","52.58","8.70%","119,885"
38,'126340,주,비나텍,"175,600",▼,"-7,800","-4.25","668,407","49.67","9.36%","118,723"
39,'347700,증,스피어,"42,050",▲,"1,450","+3.57","2,640,191","213.88","5.28%","110,820"
40,'456160,신,지투지바이오,"85,300",▲,"400","+0.47","1,257,921","152.78","7.61%","109,365"
41,'032820,증,우리기술,"21,600",▼,"-700","-3.14","4,978,974","94.41","2.92%","108,172"
42,'229640,주,LS에코에너지,"87,200",▼,"-3,700","-4.07","1,208,956","34.57","3.95%","106,032"
43,'396300,신,세아메카닉스,"5,900",▲,"580","+10.90","16,857,531","267.08","63.64%","103,069"
44,'039980,,폴라리스AI,"9,300",▼,"-330","-3.43","9,709,671","803.56","66.71%","102,888"
45,'372320,증,큐로셀,"57,900",▼,"-7,100","-10.92","1,648,396","198.45","10.86%","98,019"
46,'077970,신,STX엔진,"61,800",▼,"-4,700","-7.07","1,549,191","38.27","3.86%","97,296"
47,'263750,신,펄어비스,"59,100",▼,"-800","-1.34","1,612,243","185.63","2.51%","97,072"
48,'448900,신,한국피아이엠,"110,600",▲,"9,300","+9.18","886,049","116.60","14.59%","95,799"
49,'340440,신,세림B&G,"2,510",▲,"105","+4.37","34,230,792","321.71","120.63%","91,316"
50,'011170,신,롯데케미칼,"113,300",▼,"-4,700","-3.98","796,663","30.75","1.87%","91,020"
51,'100790,경,미래에셋벤처투자,"52,400",▼,"-4,600","-8.07","1,676,729","48.05","3.16%","90,228"
52,'403870,신,HPSP,"52,600",▼,"-800","-1.50","1,661,297","111.32","2.02%","88,224"
53,'003280,,흥아해운,"2,890",▲,"10","+0.35","29,635,438","290.22","12.33%","87,549"
54,'195870,신,해성디에스,"78,600",▲,"3,400","+4.52","1,069,915","309.10","6.30%","85,478"
55,'222800,,심텍,"87,500",▼,"-1,800","-2.02","934,746","78.95","2.51%","83,321"
56,'065440,,이루온,"4,010",▲,"630","+18.64","19,928,583","1,048.05","73.07%","82,685"
57,'008770,신,호텔신라,"65,400",▼,"-2,300","-3.40","1,253,782","129.35","3.20%","82,071"
58,'466100,신,클로봇,"50,000",▼,"-1,500","-2.91","1,529,269","182.24","6.01%","79,923"
59,'051900,신,LG생활건강,"268,500",▲,"14,000","+5.50","296,288","374.77","1.94%","78,981"
60,'218410,신,RFHIC,"94,300",▲,"2,700","+2.95","833,643","101.04","3.14%","78,290"
61,'226950,증,올릭스,"173,900",▼,"-10,700","-5.80","445,492","122.94","2.20%","78,056"
62,'457190,신,이수스페셜티케미컬,"121,800",▼,"-4,100","-3.26","622,130","88.28","2.06%","76,334"
63,'011790,신,SKC,"117,900",▼,"-5,100","-4.15","632,769","86.14","1.68%","75,599"
64,'084370,신,유진테크,"130,300",▼,"-9,700","-6.93","577,207","252.97","2.52%","75,586"
65,'005690,신,파미셀,"18,110",▼,"-1,660","-8.40","4,072,642","108.63","6.79%","74,741"
66,'078600,신,대주전자재료,"158,800",▼,"-7,800","-4.68","450,792","80.75","2.91%","73,162"
67,'119850,신,지엔씨에너지,"37,000",▲,"1,050","+2.92","1,913,052","587.32","11.64%","72,963"
68,'336370,증,솔루스첨단소재,"13,300",▼,"-2,130","-13.80","5,316,546","542.22","7.58%","72,923"
69,'204320,신,HL만도,"56,800",▼,"-1,100","-1.90","1,250,649","114.73","2.67%","72,370"
70,'120110,신,코오롱인더,"94,400",▼,"-6,500","-6.44","750,916","106.06","2.51%","71,772"
71,'100090,신,SK오션플랜트,"24,250", ,"0","0","2,896,477","64.63","4.64%","71,092"
72,'001430,신,세아베스틸지주,"75,900",▲,"2,800","+3.83","935,257","107.14","2.61%","70,393"
73,'484810,신,티엑스알로보틱스,"19,310",▲,"1,360","+7.58","3,561,815","1,380.80","23.06%","69,996"
74,'476830,신,알지노믹스,"175,600",▼,"-4,400","-2.44","390,448","58.70","2.81%","69,388"
75,'108670,신,LX하우시스,"42,050",▲,"8,050","+23.68","1,708,129","1,957.07","19.05%","68,773"
76,'323280,신,태성,"79,700",▼,"-6,000","-7.00","837,007","69.40","2.75%","68,618"
77,'006910,신,보성파워텍,"12,080",▼,"-350","-2.82","5,415,494","49.93","11.03%","67,216"
78,'261780,증,차백신연구소,"4,100",▲,"205","+5.26","15,121,930","2,759.64","56.19%","66,030"
79,'093370,신,후성,"13,230",▼,"-780","-5.57","4,797,461","78.92","4.48%","65,252"
80,'452190,,한빛레이저,"7,960",▲,"270","+3.51","7,681,971","167.89","32.12%","65,133"
81,'319400,경,현대무벡스,"31,350",▼,"-450","-1.42","1,989,859","136.30","1.79%","63,317"
82,'033790,경,피노,"13,580",▼,"-820","-5.69","4,263,497","311.63","5.18%","61,426"
83,'076610,증,해성옵틱스,"1,739",▲,"282","+19.35","34,794,115","4,340.88","65.44%","61,292"
84,'099320,,쎄트렉아이,"166,700",▼,"-12,000","-6.72","360,312","100.38","3.30%","60,522"
85,'456040,신,OCI,"148,300",▲,"6,800","+4.81","408,254","230.65","4.57%","60,286"
86,'071970,신,HD현대마린엔진,"105,800",▼,"-3,900","-3.56","558,218","55.31","1.65%","59,716"
87,'483650,,달바글로벌,"226,500",▼,"-12,000","-5.03","263,387","127.52","2.13%","59,454"
88,'254490,신,미래반도체,"23,350",▲,"2,200","+10.40","2,517,089","848.20","17.44%","59,294"
89,'005290,신,동진쎄미켐,"56,700",▼,"-1,700","-2.91","1,024,318","98.49","2.00%","59,037"
90,'020150,신,롯데에너지머티리얼즈,"67,200",▼,"-1,100","-1.61","843,806","111.90","1.62%","58,382"
91,'089030,신,테크윙,"57,300",▼,"-2,100","-3.54","996,121","123.76","2.69%","58,367"
92,'030530,신,원익홀딩스,"32,800",▼,"-1,700","-4.93","1,719,478","132.66","2.23%","58,340"
93,'488280,신,에스투더블유,"25,300",▼,"-800","-3.07","2,251,458","28.07","20.91%","57,794"
94,'097230,증,HJ중공업,"29,000",▼,"-1,450","-4.76","1,969,607","137.74","2.19%","57,666"
