순위,종목코드,분,종목명,현재가,대비,,등락률,거래량,전일비,회전율,금액(백만)
1,'010170,증,대한광통신,"17,770",▲,"3,590","+25.32","87,407,248","325.23","56.22%","1,495,265"
2,'006360,신,GS건설,"37,600",▲,"2,050","+5.77","24,990,719","144.51","29.21%","955,038"
3,'050890,신,쏠리드,"17,080",▲,"2,860","+20.11","44,708,396","998.13","73.59%","760,609"
4,'375500,신,DL이앤씨,"94,800",▲,"500","+0.53","5,617,635","107.37","14.52%","543,276"
5,'011930,신,신성이엔지,"3,785",▲,"625","+19.78","137,065,023","731.76","66.59%","512,239"
6,'005880,신,대한해운,"3,090",↑,"710","+29.83","156,951,071","1,606.81","48.63%","452,626"
7,'005290,신,동진쎄미켐,"50,000",▲,"4,950","+10.99","8,369,628","278.43","16.28%","409,770"
8,'064260,신,다날,"7,960",▲,"800","+11.17","46,047,918","784.38","60.88%","371,491"
9,'010820,,퍼스텍,"11,390",▲,"1,620","+16.58","30,537,347","163.89","62.62%","342,368"
10,'038500,신,삼표시멘트,"17,100",▲,"230","+1.36","18,004,160","475.52","16.69%","330,860"
11,'003280,경,흥아해운,"3,285",▲,"155","+4.95","95,672,078","191.11","39.80%","321,134"
12,'069540,경,빛과전자,"4,920",▲,"695","+16.45","59,143,330","98.63","60.60%","297,251"
13,'046970,위,우리로,"7,690",▲,"440","+6.07","30,737,465","333.18","70.14%","249,249"
14,'062040,신,산일전기,"153,700",▲,"11,200","+7.86","1,569,520","266.96","5.13%","240,250"
15,'032820,증,우리기술,"21,000",▼,"-950","-4.33","10,838,604","85.71","6.34%","231,622"
16,'490470,신,세미파이브,"31,300",↑,"7,200","+29.88","5,996,646","1,984.89","17.72%","179,118"
17,'475150,신,SK이터닉스,"58,900", ,"0","0","3,043,545","37.47","8.94%","178,361"
18,'322000,신,HD현대에너지솔루션,"168,400",▲,"4,200","+2.56","1,037,943","100.29","9.27%","175,427"
19,'006110,신,삼아알미늄,"54,600",▲,"5,600","+11.43","3,184,722","59.54","21.06%","165,331"
20,'218410,신,RFHIC,"92,000",▲,"6,200","+7.23","1,784,730","196.13","6.73%","163,584"
21,'005810,신,풍산홀딩스,"46,050",▼,"-8,150","-15.04","3,536,444","57.32","24.53%","160,358"
22,'215790,위,이노인스트루먼트,"2,925",▲,"270","+10.17","52,419,926","1,359.26","130.13%","156,973"
23,'095610,신,테스,"82,100",▲,"7,400","+9.91","1,886,779","124.82","9.75%","155,716"
24,'222800,신,심텍,"67,800",▼,"-600","-0.88","2,201,457","81.14","5.90%","153,777"
25,'100590,주,머큐리,"9,290",▲,"490","+5.57","15,536,068","57.94","98.15%","152,272"
26,'319400,신,현대무벡스,"30,150",▲,"50","+0.17","4,927,632","51.93","4.43%","150,836"
27,'353200,신,대덕전자,"89,900",▲,"2,500","+2.86","1,628,989","138.04","3.30%","148,226"
28,'452300,신,캡스톤파트너스,"4,795",▲,"445","+10.23","29,729,661","423.13","209.82%","145,657"
29,'092790,신,넥스틸,"16,520",▼,"-310","-1.84","8,463,658","25.90","32.56%","141,955"
30,'044450,신,KSS해운,"12,640",▲,"1,190","+10.39","10,154,880","6,611.99","43.99%","133,842"
31,'476830,신,알지노믹스,"188,400",▲,"1,500","+0.80","685,190","157.92","4.92%","127,926"
32,'062970,위,한국첨단소재,"4,055",▼,"-105","-2.52","29,756,646","","78.19%","125,134"
33,'079900,신,전진건설로봇,"67,700",▼,"-300","-0.44","1,763,656","108.62","12.09%","124,174"
34,'093370,주,후성,"10,540",▼,"-700","-6.23","11,609,038","16.87","10.83%","123,752"
35,'084850,신,아이티엠반도체,"18,450",▲,"3,240","+21.30","6,056,602","131.86","26.71%","110,933"
36,'217590,신,티엠씨,"24,550",▲,"4,200","+20.64","4,721,783","537.61","19.60%","107,362"
37,'347700,증,스피어,"39,450",▼,"-2,350","-5.62","2,649,493","127.45","5.37%","105,365"
38,'403870,신,HPSP,"45,550",▲,"850","+1.90","2,273,868","176.84","2.77%","104,089"
39,'008350,신,남선알미늄,"2,205",▲,"40","+1.85","44,932,363","46.42","34.81%","100,672"
40,'033790,,피노,"10,690",▲,"630","+6.26","9,038,538","152.58","13.29%","96,395"
41,'263750,신,펄어비스,"55,800",▼,"-700","-1.24","1,730,984","65.78","2.70%","95,902"
42,'001820,신,삼화콘덴서,"62,900",▲,"4,500","+7.71","1,511,342","363.52","14.54%","94,132"
43,'100840,신,SNT에너지,"62,300",▲,"4,300","+7.41","1,486,429","117.73","7.19%","91,446"
44,'086450,신,동국제약,"25,600",▼,"-2,900","-10.18","3,538,670","91.59","7.83%","90,923"
45,'037030,신,파워넷,"6,550",▲,"400","+6.50","13,462,855","205.07","52.77%","90,589"
