순위,종목코드,분,종목명,현재가,대비,,등락률,거래량,전일비,회전율,금액(백만)
1,'222800,신,심텍,"126,900",▲,"14,200","+12.60","3,675,658","261.45","9.68%","454,297"
2,'047040,신,대우건설,"20,000",▲,"900","+4.71","22,053,467","108.20","5.37%","450,686"
3,'010170,증,대한광통신,"14,860",▲,"1,360","+10.07","27,430,214","199.79","17.65%","403,045"
4,'000500,신,가온전선,"211,500",▲,"42,300","+25.00","1,755,081","636.73","5.90%","346,493"
5,'062040,신,산일전기,"201,500",▲,"24,600","+13.91","1,737,359","474.11","5.67%","337,105"
6,'257720,신,실리콘투,"49,250",▼,"-2,550","-4.92","5,405,463","314.45","8.25%","262,884"
7,'0155E0,,해치텍,"16,850",▲,"2,830","+20.19","11,058,346","247.44","201.54%","185,398"
8,'128940,신,한미약품,"504,000",▼,"-26,000","-4.91","356,736","28.70","2.79%","182,896"
9,'052690,신,한전기술,"126,300",▲,"2,900","+2.35","1,419,060","34.53","3.72%","173,831"
10,'036930,신,주성엔지니어링,"179,100",▲,"5,700","+3.29","841,178","126.05","1.81%","148,736"
11,'403870,신,HPSP,"50,500",▲,"2,000","+4.12","2,960,219","148.92","3.60%","147,401"
12,'066970,증,엘앤에프,"129,800",▲,"7,600","+6.22","1,143,504","162.39","2.82%","147,379"
13,'232140,신,와이씨,"12,490",▲,"270","+2.21","9,747,383","559.67","11.89%","130,590"
14,'950260,,인제니아테라퓨틱스(Reg.S),"17,350",▲,"10","+0.06","7,184,833","41.51","14.54%","125,934"
15,'028050,신,삼성E&A,"50,100",▲,"1,850","+3.83","2,457,519","109.65","1.26%","122,587"
16,'078340,신,컴투스,"35,050",▲,"1,050","+3.09","2,966,948","449.68","24.54%","114,497"
17,'361610,신,SK아이이테크놀로지,"18,200",▼,"-1,760","-8.82","6,069,972","65.63","7.43%","112,462"
18,'007660,신,이수페타시스,"112,700",▲,"1,900","+1.71","938,749","79.71","1.28%","105,420"
19,'006360,신,GS건설,"36,900",▼,"-900","-2.38","2,728,296","50.40","3.19%","103,096"
20,'000880,신,한화,"130,300",▲,"11,400","+9.59","754,125","150.42","1.42%","97,704"
21,'069540,증,빛과전자,"3,100",▲,"255","+8.96","30,583,013","224.72","27.14%","97,160"
22,'353200,신,대덕전자,"111,300",▲,"4,300","+4.02","868,944","125.04","1.76%","95,968"
23,'006260,신,LS,"313,000",▲,"19,500","+6.64","294,716","185.28","0.95%","90,479"
24,'006340,신,대원전선,"14,140",▲,"510","+3.74","6,300,375","239.18","8.04%","89,636"
25,'178320,신,서진시스템,"41,350",▲,"4,150","+11.16","2,197,472","319.73","3.46%","88,760"
26,'103590,신,일진전기,"75,400",▲,"6,200","+8.96","1,191,655","257.14","2.50%","87,154"
