순위,종목코드,분,종목명,현재가,대비,,등락률,거래량,전일비,회전율,금액(백만)
1,'002990,주,금호건설,"14,750",▼,"-900","-5.75","31,297,012","121.15","84.00%","515,258"
2,'950260,,인제니아테라퓨틱스(Reg.S),"15,770",▼,"-2,560","-13.97","23,106,732","122.12","46.74%","411,479"
3,'001510,신,SK증권,"2,955",▲,"145","+5.16","85,536,745","771.57","36.99%","271,189"
4,'001210,주,금호전기,"8,380",▲,"920","+12.33","27,603,436","313.89","223.04%","243,847"
5,'282620,증,기도산업,"18,580",▼,"-9,820","-34.58","8,778,744","","149.79%","211,452"
6,'222800,신,심텍,"99,700",▼,"-15,200","-13.23","1,516,390","131.39","4.05%","156,590"
7,'016360,신,삼성증권,"92,000",▼,"-400","-0.43","1,630,442","84.02","1.83%","150,121"
8,'025980,신,아난티,"5,510",▲,"290","+5.56","25,911,206","226.46","26.63%","145,806"
9,'347850,신,디앤디파마텍,"53,300",▼,"-4,500","-7.79","2,635,337","255.22","5.75%","145,796"
10,'475150,,SK이터닉스,"51,300",▼,"-4,700","-8.39","2,681,918","39.98","7.88%","138,679"
11,'036930,신,주성엔지니어링,"168,600",▼,"-8,700","-4.91","791,355","99.54","1.71%","134,637"
12,'041190,신,우리기술투자,"5,920",▲,"985","+19.96","22,663,754","954.93","26.99%","134,559"
13,'010060,신,OCI홀딩스,"265,000",▼,"-25,000","-8.62","473,136","74.65","2.54%","126,488"
14,'0120G0,신,삼양바이오팜,"58,800",▲,"2,600","+4.63","1,943,702","315.50","26.14%","122,706"
15,'257720,신,실리콘투,"47,650",▲,"1,700","+3.70","2,571,334","112.76","3.93%","121,020"
16,'124500,신,아이티센글로벌,"32,550",▲,"1,200","+3.83","3,624,624","77.93","15.63%","117,849"
17,'403870,신,HPSP,"44,900",▼,"-3,100","-6.46","2,482,058","47.00","3.02%","112,097"
18,'006260,신,LS,"293,500",▼,"-20,000","-6.38","371,458","101.76","1.20%","108,748"
19,'064260,,다날,"5,130",▲,"40","+0.79","19,609,674","118.46","25.93%","107,007"
20,'003490,신,대한항공,"25,800",▲,"750","+2.99","3,893,758","242.80","1.06%","99,199"
21,'062040,신,산일전기,"164,800",▼,"-14,400","-8.04","583,095","190.92","1.91%","97,905"
22,'108490,신,로보티즈,"254,000",▼,"-8,500","-3.24","364,368","85.64","2.49%","91,168"
23,'009830,신,한화솔루션,"32,050",▼,"-3,150","-8.95","2,661,560","96.53","1.19%","86,441"
24,'094480,신,갤럭시아머니트리,"6,160",▲,"690","+12.61","13,681,016","1,924.31","34.88%","84,841"
25,'058610,신,에스피지,"95,500",▼,"-7,900","-7.64","867,794","143.91","3.92%","83,605"
26,'006360,신,GS건설,"33,250",▼,"-2,350","-6.60","2,496,755","110.35","2.92%","82,384"
27,'277810,신,레인보우로보틱스,"454,000",▼,"-17,500","-3.71","183,159","149.59","0.95%","82,334"
28,'237690,신,에스티팜,"99,700",▼,"-11,200","-10.10","798,041","25.77","3.83%","81,135"
29,'336260,주,두산퓨얼셀,"37,000",▼,"-3,650","-8.98","2,149,866","123.57","3.29%","78,029"
30,'007660,신,이수페타시스,"99,300",▼,"-5,700","-5.43","773,139","76.78","1.06%","77,129"
31,'153890,,져스텍,"13,230",▲,"480","+3.76","5,209,394","467.25","43.24%","71,995"
32,'353200,신,대덕전자,"104,300",▼,"-9,100","-8.02","665,080","109.12","1.35%","70,499"
33,'028050,신,삼성E&A,"45,150",▼,"-2,900","-6.04","1,536,365","113.73","0.79%","69,761"
34,'192820,신,코스맥스,"271,000",▲,"10,500","+4.03","257,892","110.28","2.28%","68,808"
35,'128940,신,한미약품,"415,500",▲,"16,500","+4.14","166,990","112.24","1.31%","68,264"
36,'080220,신,제주반도체,"73,500",▼,"-3,000","-3.92","910,921","77.69","2.65%","67,673"
37,'000990,신,DB하이텍,"89,700",▼,"-7,200","-7.43","747,905","221.16","1.72%","67,435"
38,'161890,,한국콜마,"136,700",▼,"-1,100","-0.80","479,523","74.47","2.04%","65,774"
39,'226950,증,올릭스,"98,100",▼,"-11,300","-10.33","653,523","87.21","3.11%","65,332"
40,'119850,신,지엔씨에너지,"48,250",▼,"-1,850","-3.69","1,325,828","87.52","8.07%","64,747"
